2.400000000000000000e+01, 1.000000000000000000e+01, 0.000000000000000000e+00, 1.444828804917363541e-01
2.300000000000000000e+01, 1.100000000000000000e+01, 0.000000000000000000e+00, 1.269655484935765799e-01
2.300000000000000000e+01, 1.200000000000000000e+01, 1.000000000000000000e+00, 1.632653571957139449e-01
2.300000000000000000e+01, 1.300000000000000000e+01, 0.000000000000000000e+00, 1.083887801299669995e-01
2.200000000000000000e+01, 1.400000000000000000e+01, 1.000000000000000000e+00, 1.714804142708322710e-01
2.200000000000000000e+01, 1.500000000000000000e+01, 1.000000000000000000e+00, 1.668321961682343590e-01
2.200000000000000000e+01, 1.600000000000000000e+01, 0.000000000000000000e+00, 1.234007109003089214e-01
2.100000000000000000e+01, 1.700000000000000000e+01, 1.000000000000000000e+00, 1.581039285513572146e-01
2.100000000000000000e+01, 1.800000000000000000e+01, 0.000000000000000000e+00, 1.233490851225372276e-01
2.000000000000000000e+01, 1.900000000000000000e+01, 0.000000000000000000e+00, 1.282288777683712466e-01
1.900000000000000000e+01, 1.900000000000000000e+01, 1.000000000000000000e+00, 1.692137716358489974e-01
1.800000000000000000e+01, 2.000000000000000000e+01, 1.000000000000000000e+00, 1.764204366399890200e-01
1.700000000000000000e+01, 2.100000000000000000e+01, 0.000000000000000000e+00, 1.223956675894327245e-01
1.600000000000000000e+01, 2.100000000000000000e+01, 1.000000000000000000e+00, 1.588011029585454092e-01
1.500000000000000000e+01, 2.200000000000000000e+01, 1.000000000000000000e+00, 1.672489986364905368e-01
1.500000000000000000e+01, 2.200000000000000000e+01, 0.000000000000000000e+00, 1.131118743965821710e-01
