lat,lon,depth
63.44893355701668,10.40120580558725,1.0
63.44893355701668,10.40120580558725,2.0
63.44893355701668,10.40120580558725,3.0
63.44893355701668,10.40120580558725,4.0
63.44893355701668,10.40120580558725,5.0
63.44893355701668,10.403617416761747,1.0
63.44893355701668,10.403617416761747,2.0
63.44893355701668,10.403617416761747,3.0
63.44893355701668,10.403617416761747,4.0
63.44893355701668,10.403617416761747,5.0
63.44986711403336,10.402411650493862,1.0
63.44986711403336,10.402411650493862,2.0
63.44986711403336,10.402411650493862,3.0
63.44986711403336,10.402411650493862,4.0
63.44986711403336,10.402411650493862,5.0
63.44893355701668,10.406029027936246,1.0
63.44893355701668,10.406029027936246,2.0
63.44893355701668,10.406029027936246,3.0
63.44893355701668,10.406029027936246,4.0
63.44893355701668,10.406029027936246,5.0
63.44986711403336,10.40482326166836,1.0
63.44986711403336,10.40482326166836,2.0
63.44986711403336,10.40482326166836,3.0
63.44986711403336,10.40482326166836,4.0
63.44986711403336,10.40482326166836,5.0
63.44893355701668,10.408440639110744,1.0
63.44893355701668,10.408440639110744,2.0
63.44893355701668,10.408440639110744,3.0
63.44893355701668,10.408440639110744,4.0
63.44893355701668,10.408440639110744,5.0
63.44986711403336,10.407234872842858,1.0
63.44986711403336,10.407234872842858,2.0
63.44986711403336,10.407234872842858,3.0
63.44986711403336,10.407234872842858,4.0
63.44986711403336,10.407234872842858,5.0
63.44893355701668,10.410852250285242,1.0
63.44893355701668,10.410852250285242,2.0
63.44893355701668,10.410852250285242,3.0
63.44893355701668,10.410852250285242,4.0
63.44893355701668,10.410852250285242,5.0
63.44986711403336,10.409646484017356,1.0
63.44986711403336,10.409646484017356,2.0
63.44986711403336,10.409646484017356,3.0
63.44986711403336,10.409646484017356,4.0
63.44986711403336,10.409646484017356,5.0
63.44893355701668,10.41326386145974,1.0
63.44893355701668,10.41326386145974,2.0
63.44893355701668,10.41326386145974,3.0
63.44893355701668,10.41326386145974,4.0
63.44893355701668,10.41326386145974,5.0
63.44986711403336,10.412058095191854,1.0
63.44986711403336,10.412058095191854,2.0
63.44986711403336,10.412058095191854,3.0
63.44986711403336,10.412058095191854,4.0
63.44986711403336,10.412058095191854,5.0
63.44893355701668,10.415675472634238,1.0
63.44893355701668,10.415675472634238,2.0
63.44893355701668,10.415675472634238,3.0
63.44893355701668,10.415675472634238,4.0
63.44893355701668,10.415675472634238,5.0
63.44986711403336,10.414469706366352,1.0
63.44986711403336,10.414469706366352,2.0
63.44986711403336,10.414469706366352,3.0
63.44986711403336,10.414469706366352,4.0
63.44986711403336,10.414469706366352,5.0
63.44893355701668,10.418087083808736,1.0
63.44893355701668,10.418087083808736,2.0
63.44893355701668,10.418087083808736,3.0
63.44893355701668,10.418087083808736,4.0
63.44893355701668,10.418087083808736,5.0
63.44986711403336,10.41688131754085,1.0
63.44986711403336,10.41688131754085,2.0
