6.344690500000000100e+01, 1.041942599999999963e+01, 5.000000000000000000e-01
6.344690500000000100e+01, 1.041942599999999963e+01, 1.000000000000000000e+00
6.344690500000000100e+01, 1.041942599999999963e+01, 1.500000000000000000e+00
6.344690500000000100e+01, 1.041942599999999963e+01, 2.000000000000000000e+00
6.344690500000000100e+01, 1.041942599999999963e+01, 2.500000000000000000e+00
6.344722915174190092e+01, 1.041984465757253275e+01, 5.000000000000000000e-01
6.344722915174190092e+01, 1.041984465757253275e+01, 1.000000000000000000e+00
6.344722915174190092e+01, 1.041984465757253275e+01, 1.500000000000000000e+00
6.344722915174190092e+01, 1.041984465757253275e+01, 2.000000000000000000e+00
6.344722915174190092e+01, 1.041984465757253275e+01, 2.500000000000000000e+00
6.344755330348380795e+01, 1.042026332462451066e+01, 5.000000000000000000e-01
6.344755330348380795e+01, 1.042026332462451066e+01, 1.000000000000000000e+00
6.344755330348380795e+01, 1.042026332462451066e+01, 1.500000000000000000e+00
6.344755330348380795e+01, 1.042026332462451066e+01, 2.000000000000000000e+00
6.344755330348380795e+01, 1.042026332462451066e+01, 2.500000000000000000e+00
6.344787745522570788e+01, 1.042068200115629750e+01, 5.000000000000000000e-01
6.344787745522570788e+01, 1.042068200115629750e+01, 1.000000000000000000e+00
6.344787745522570788e+01, 1.042068200115629750e+01, 1.500000000000000000e+00
6.344787745522570788e+01, 1.042068200115629750e+01, 2.000000000000000000e+00
6.344787745522570788e+01, 1.042068200115629750e+01, 2.500000000000000000e+00
6.344820160696761491e+01, 1.042110068716825388e+01, 5.000000000000000000e-01
6.344820160696761491e+01, 1.042110068716825388e+01, 1.000000000000000000e+00
6.344820160696761491e+01, 1.042110068716825388e+01, 1.500000000000000000e+00
6.344820160696761491e+01, 1.042110068716825388e+01, 2.000000000000000000e+00
6.344820160696761491e+01, 1.042110068716825388e+01, 2.500000000000000000e+00
6.344852575870951483e+01, 1.042151938266074218e+01, 5.000000000000000000e-01
6.344852575870951483e+01, 1.042151938266074218e+01, 1.000000000000000000e+00
6.344852575870951483e+01, 1.042151938266074218e+01, 1.500000000000000000e+00
6.344852575870951483e+01, 1.042151938266074218e+01, 2.000000000000000000e+00
6.344852575870951483e+01, 1.042151938266074218e+01, 2.500000000000000000e+00
6.344884991045142186e+01, 1.042193808763412655e+01, 5.000000000000000000e-01
6.344884991045142186e+01, 1.042193808763412655e+01, 1.000000000000000000e+00
6.344884991045142186e+01, 1.042193808763412655e+01, 1.500000000000000000e+00
6.344884991045142186e+01, 1.042193808763412655e+01, 2.000000000000000000e+00
6.344884991045142186e+01, 1.042193808763412655e+01, 2.500000000000000000e+00
6.344917406219332179e+01, 1.042235680208876580e+01, 5.000000000000000000e-01
6.344917406219332179e+01, 1.042235680208876580e+01, 1.000000000000000000e+00
6.344917406219332179e+01, 1.042235680208876580e+01, 1.500000000000000000e+00
6.344917406219332179e+01, 1.042235680208876580e+01, 2.000000000000000000e+00
6.344917406219332179e+01, 1.042235680208876580e+01, 2.500000000000000000e+00
6.344949821393522882e+01, 1.042277552602502588e+01, 5.000000000000000000e-01
6.344949821393522882e+01, 1.042277552602502588e+01, 1.000000000000000000e+00
6.344949821393522882e+01, 1.042277552602502588e+01, 1.500000000000000000e+00
6.344949821393522882e+01, 1.042277552602502588e+01, 2.000000000000000000e+00
6.344949821393522882e+01, 1.042277552602502588e+01, 2.500000000000000000e+00
6.344982236567712874e+01, 1.042319425944326561e+01, 5.000000000000000000e-01
6.344982236567712874e+01, 1.042319425944326561e+01, 1.000000000000000000e+00
6.344982236567712874e+01, 1.042319425944326561e+01, 1.500000000000000000e+00
6.344982236567712874e+01, 1.042319425944326561e+01, 2.000000000000000000e+00
6.344982236567712874e+01, 1.042319425944326561e+01, 2.500000000000000000e+00
6.345014651741902867e+01, 1.042361300234384913e+01, 5.000000000000000000e-01
6.345014651741902867e+01, 1.042361300234384913e+01, 1.000000000000000000e+00
6.345014651741902867e+01, 1.042361300234384913e+01, 1.500000000000000000e+00
6.345014651741902867e+01, 1.042361300234384913e+01, 2.000000000000000000e+00
6.345014651741902867e+01, 1.042361300234384913e+01, 2.500000000000000000e+00
6.345047066916093570e+01, 1.042403175472713883e+01, 5.000000000000000000e-01
6.345047066916093570e+01, 1.042403175472713883e+01, 1.000000000000000000e+00
6.345047066916093570e+01, 1.042403175472713883e+01, 1.500000000000000000e+00
6.345047066916093570e+01, 1.042403175472713883e+01, 2.000000000000000000e+00
6.345047066916093570e+01, 1.042403175472713883e+01, 2.500000000000000000e+00
6.345079482090283562e+01, 1.042445051659349708e+01, 5.000000000000000000e-01
6.345079482090283562e+01, 1.042445051659349708e+01, 1.000000000000000000e+00
6.345079482090283562e+01, 1.042445051659349708e+01, 1.500000000000000000e+00
6.345079482090283562e+01, 1.042445051659349708e+01, 2.000000000000000000e+00
6.345079482090283562e+01, 1.042445051659349708e+01, 2.500000000000000000e+00
6.345111897264474266e+01, 1.042486928794328627e+01, 5.000000000000000000e-01
6.345111897264474266e+01, 1.042486928794328627e+01, 1.000000000000000000e+00
6.345111897264474266e+01, 1.042486928794328627e+01, 1.500000000000000000e+00
6.345111897264474266e+01, 1.042486928794328627e+01, 2.000000000000000000e+00
6.345111897264474266e+01, 1.042486928794328627e+01, 2.500000000000000000e+00
6.345144312438664258e+01, 1.042528806877686698e+01, 5.000000000000000000e-01
6.345144312438664258e+01, 1.042528806877686698e+01, 1.000000000000000000e+00
6.345144312438664258e+01, 1.042528806877686698e+01, 1.500000000000000000e+00
6.345144312438664258e+01, 1.042528806877686698e+01, 2.000000000000000000e+00
6.345144312438664258e+01, 1.042528806877686698e+01, 2.500000000000000000e+00
6.345176727612854961e+01, 1.042570685909460337e+01, 5.000000000000000000e-01
6.345176727612854961e+01, 1.042570685909460337e+01, 1.000000000000000000e+00
6.345176727612854961e+01, 1.042570685909460337e+01, 1.500000000000000000e+00
6.345176727612854961e+01, 1.042570685909460337e+01, 2.000000000000000000e+00
6.345176727612854961e+01, 1.042570685909460337e+01, 2.500000000000000000e+00
6.345209142787044954e+01, 1.042612565889685783e+01, 5.000000000000000000e-01
6.345209142787044954e+01, 1.042612565889685783e+01, 1.000000000000000000e+00
6.345209142787044954e+01, 1.042612565889685783e+01, 1.500000000000000000e+00
6.345209142787044954e+01, 1.042612565889685783e+01, 2.000000000000000000e+00
6.345209142787044954e+01, 1.042612565889685783e+01, 2.500000000000000000e+00
6.345241557961235657e+01, 1.042654446818399272e+01, 5.000000000000000000e-01
6.345241557961235657e+01, 1.042654446818399272e+01, 1.000000000000000000e+00
6.345241557961235657e+01, 1.042654446818399272e+01, 1.500000000000000000e+00
6.345241557961235657e+01, 1.042654446818399272e+01, 2.000000000000000000e+00
6.345241557961235657e+01, 1.042654446818399272e+01, 2.500000000000000000e+00
6.345273973135425649e+01, 1.042696328695636865e+01, 5.000000000000000000e-01
6.345273973135425649e+01, 1.042696328695636865e+01, 1.000000000000000000e+00
6.345273973135425649e+01, 1.042696328695636865e+01, 1.500000000000000000e+00
6.345273973135425649e+01, 1.042696328695636865e+01, 2.000000000000000000e+00
6.345273973135425649e+01, 1.042696328695636865e+01, 2.500000000000000000e+00
6.345306388309615642e+01, 1.042738211521434977e+01, 5.000000000000000000e-01
6.345306388309615642e+01, 1.042738211521434977e+01, 1.000000000000000000e+00
6.345306388309615642e+01, 1.042738211521434977e+01, 1.500000000000000000e+00
6.345306388309615642e+01, 1.042738211521434977e+01, 2.000000000000000000e+00
6.345306388309615642e+01, 1.042738211521434977e+01, 2.500000000000000000e+00
6.345338803483806345e+01, 1.042780095295830023e+01, 5.000000000000000000e-01
6.345338803483806345e+01, 1.042780095295830023e+01, 1.000000000000000000e+00
6.345338803483806345e+01, 1.042780095295830023e+01, 1.500000000000000000e+00
6.345338803483806345e+01, 1.042780095295830023e+01, 2.000000000000000000e+00
6.345338803483806345e+01, 1.042780095295830023e+01, 2.500000000000000000e+00
6.345371218657996337e+01, 1.042821980018857886e+01, 5.000000000000000000e-01
6.345371218657996337e+01, 1.042821980018857886e+01, 1.000000000000000000e+00
6.345371218657996337e+01, 1.042821980018857886e+01, 1.500000000000000000e+00
6.345371218657996337e+01, 1.042821980018857886e+01, 2.000000000000000000e+00
6.345371218657996337e+01, 1.042821980018857886e+01, 2.500000000000000000e+00
6.345403633832187040e+01, 1.042863865690554981e+01, 5.000000000000000000e-01
6.345403633832187040e+01, 1.042863865690554981e+01, 1.000000000000000000e+00
6.345403633832187040e+01, 1.042863865690554981e+01, 1.500000000000000000e+00
6.345403633832187040e+01, 1.042863865690554981e+01, 2.000000000000000000e+00
6.345403633832187040e+01, 1.042863865690554981e+01, 2.500000000000000000e+00
6.345436049006377033e+01, 1.042905752310957546e+01, 5.000000000000000000e-01
6.345436049006377033e+01, 1.042905752310957546e+01, 1.000000000000000000e+00
6.345436049006377033e+01, 1.042905752310957546e+01, 1.500000000000000000e+00
6.345436049006377033e+01, 1.042905752310957546e+01, 2.000000000000000000e+00
6.345436049006377033e+01, 1.042905752310957546e+01, 2.500000000000000000e+00
6.345468464180567736e+01, 1.042947639880101995e+01, 5.000000000000000000e-01
6.345468464180567736e+01, 1.042947639880101995e+01, 1.000000000000000000e+00
6.345468464180567736e+01, 1.042947639880101995e+01, 1.500000000000000000e+00
6.345468464180567736e+01, 1.042947639880101995e+01, 2.000000000000000000e+00
6.345468464180567736e+01, 1.042947639880101995e+01, 2.500000000000000000e+00
6.344709214909544670e+01, 1.041870086728305544e+01, 5.000000000000000000e-01
6.344709214909544670e+01, 1.041870086728305544e+01, 1.000000000000000000e+00
6.344709214909544670e+01, 1.041870086728305544e+01, 1.500000000000000000e+00
6.344709214909544670e+01, 1.041870086728305544e+01, 2.000000000000000000e+00
6.344709214909544670e+01, 1.041870086728305544e+01, 2.500000000000000000e+00
6.344741630083734663e+01, 1.041911951938270064e+01, 5.000000000000000000e-01
6.344741630083734663e+01, 1.041911951938270064e+01, 1.000000000000000000e+00
6.344741630083734663e+01, 1.041911951938270064e+01, 1.500000000000000000e+00
6.344741630083734663e+01, 1.041911951938270064e+01, 2.000000000000000000e+00
6.344741630083734663e+01, 1.041911951938270064e+01, 2.500000000000000000e+00
6.344774045257925366e+01, 1.041953818096172313e+01, 5.000000000000000000e-01
6.344774045257925366e+01, 1.041953818096172313e+01, 1.000000000000000000e+00
6.344774045257925366e+01, 1.041953818096172313e+01, 1.500000000000000000e+00
6.344774045257925366e+01, 1.041953818096172313e+01, 2.000000000000000000e+00
6.344774045257925366e+01, 1.041953818096172313e+01, 2.500000000000000000e+00
