6.344846677850834027e+01, 1.040060289296432394e+01
6.344846677850834027e+01, 1.040180867889297289e+01
6.344893355701668014e+01, 1.040120579575794757e+01
6.344846677850834027e+01, 1.040301446482162184e+01
6.344893355701668014e+01, 1.040241158168659652e+01
6.344846677850834027e+01, 1.040422025075027079e+01
6.344893355701668014e+01, 1.040361736761524547e+01
6.344846677850834027e+01, 1.040542603667891974e+01
6.344893355701668014e+01, 1.040482315354389442e+01
6.344846677850834027e+01, 1.040663182260756869e+01
6.344893355701668014e+01, 1.040602893947254337e+01
6.344846677850834027e+01, 1.040783760853621764e+01
6.344893355701668014e+01, 1.040723472540119232e+01
6.344846677850834027e+01, 1.040904339446486659e+01
6.344893355701668014e+01, 1.040844051132984127e+01
6.344846677850834027e+01, 1.041024918039351554e+01
6.344893355701668014e+01, 1.040964629725849022e+01
6.344846677850834027e+01, 1.041145496632216449e+01
6.344893355701668014e+01, 1.041085208318713917e+01
6.344846677850834027e+01, 1.041266075225081345e+01
6.344893355701668014e+01, 1.041205786911578812e+01
6.344846677850834027e+01, 1.041386653817946240e+01
6.344893355701668014e+01, 1.041326365504443707e+01
6.344846677850834027e+01, 1.041507232410811135e+01
6.344893355701668014e+01, 1.041446944097308602e+01
6.344846677850834027e+01, 1.041627811003676030e+01
6.344893355701668014e+01, 1.041567522690173497e+01
6.344846677850834027e+01, 1.041748389596540925e+01
6.344893355701668014e+01, 1.041688101283038392e+01
6.344846677850834027e+01, 1.041868968189405820e+01
6.344893355701668014e+01, 1.041808679875903287e+01
6.344846677850834027e+01, 1.041989546782270715e+01
6.344893355701668014e+01, 1.041929258468768182e+01
6.344940033552502001e+01, 1.041868971138231892e+01
6.344940033552502001e+01, 1.041748388613574683e+01
6.344940033552502001e+01, 1.041989553662888923e+01
6.344986711403335988e+01, 1.041929263383562621e+01
6.344986711403335988e+01, 1.041808678892901163e+01
6.344986711403335988e+01, 1.041688096368243954e+01
6.344940033552502001e+01, 1.041627806088917652e+01
6.345033389254169975e+01, 1.041748389596612867e+01
6.345033389254169975e+01, 1.041627803139875041e+01
6.344986711403335988e+01, 1.041567511877582675e+01
6.345033389254169975e+01, 1.041868976053350515e+01
6.345080067105003963e+01, 1.041808683808056024e+01
6.345080067105003963e+01, 1.041688095385169710e+01
6.345033389254169975e+01, 1.041989562510088163e+01
6.345080067105003963e+01, 1.041929270264793672e+01
6.345126744955837950e+01, 1.041868979002609485e+01
6.345126744955837950e+01, 1.041748388613502563e+01
6.345126744955837950e+01, 1.041989569391716230e+01
6.345173422806671937e+01, 1.041929275180309311e+01
6.345173422806671937e+01, 1.041808682824909660e+01
6.345173422806671937e+01, 1.041688092435802737e+01
6.345126744955837950e+01, 1.041627798224395818e+01
6.345220100657505924e+01, 1.041748389596684987e+01
6.345220100657505924e+01, 1.041627795274920487e+01
6.345173422806671937e+01, 1.041567500080403263e+01
6.345220100657505924e+01, 1.041868983918449310e+01
6.345266778508339911e+01, 1.041808687740785722e+01
6.345266778508339911e+01, 1.041688091452584253e+01
6.345220100657505924e+01, 1.041989578240213632e+01
6.345266778508339911e+01, 1.041929282062550044e+01
6.345313456359173898e+01, 1.041868986868141000e+01
6.345313456359173898e+01, 1.041748388613430443e+01
6.345313456359173898e+01, 1.041989585122851558e+01
6.345360134210007885e+01, 1.041929286978786884e+01
6.345360134210007885e+01, 1.041808686757495117e+01
6.345360134210007885e+01, 1.041688088502784559e+01
6.345313456359173898e+01, 1.041627790358719885e+01
6.345406812060841872e+01, 1.041748389596757107e+01
6.345406812060841872e+01, 1.041627787408812011e+01
6.345360134210007885e+01, 1.041567488281492793e+01
6.345406812060841872e+01, 1.041868991784702381e+01
6.345453489911675860e+01, 1.041808691674092557e+01
6.345453489911675860e+01, 1.041688087519421657e+01
6.345406812060841872e+01, 1.041989593972647654e+01
6.345453489911675860e+01, 1.041929293862037831e+01
6.345500167762509847e+01, 1.041868994734826792e+01
6.345500167762509847e+01, 1.041748388613358323e+01
6.345500167762509847e+01, 1.041989600856295262e+01
