timestamp, system, entity , value (psu)
1625581465.030, lauv-roald, SmartX, 28.202
1625581465.530, lauv-roald, SmartX, 28.241
1625581466.030, lauv-roald, SmartX, 28.252
1625581466.530, lauv-roald, SmartX, 28.255
1625581467.030, lauv-roald, SmartX, 28.292
1625581467.530, lauv-roald, SmartX, 28.265
1625581468.030, lauv-roald, SmartX, 28.268
1625581468.530, lauv-roald, SmartX, 28.303
1625581469.030, lauv-roald, SmartX, 28.337
1625581469.530, lauv-roald, SmartX, 28.338
1625581470.029, lauv-roald, SmartX, 28.334
1625581470.530, lauv-roald, SmartX, 28.328
1625581471.029, lauv-roald, SmartX, 28.294
1625581471.529, lauv-roald, SmartX, 28.291
1625581472.029, lauv-roald, SmartX, 28.279
1625581472.529, lauv-roald, SmartX, 28.280
1625581473.029, lauv-roald, SmartX, 28.280
1625581473.529, lauv-roald, SmartX, 28.279
1625581474.029, lauv-roald, SmartX, 28.264
1625581474.529, lauv-roald, SmartX, 28.262
1625581475.029, lauv-roald, SmartX, 28.267
1625581475.529, lauv-roald, SmartX, 28.254
1625581476.029, lauv-roald, SmartX, 28.272
1625581476.529, lauv-roald, SmartX, 28.281
1625581477.029, lauv-roald, SmartX, 28.281
1625581477.529, lauv-roald, SmartX, 28.274
1625581478.029, lauv-roald, SmartX, 28.261
1625581478.529, lauv-roald, SmartX, 28.260
1625581479.029, lauv-roald, SmartX, 28.256
1625581479.529, lauv-roald, SmartX, 28.261
1625581480.029, lauv-roald, SmartX, 28.261
1625581480.529, lauv-roald, SmartX, 28.266
1625581481.029, lauv-roald, SmartX, 28.272
1625581481.529, lauv-roald, SmartX, 28.281
1625581482.029, lauv-roald, SmartX, 28.286
1625581482.529, lauv-roald, SmartX, 28.284
1625581483.029, lauv-roald, SmartX, 28.301
1625581483.529, lauv-roald, SmartX, 28.298
1625581484.028, lauv-roald, SmartX, 28.308
1625581484.528, lauv-roald, SmartX, 28.321
1625581485.028, lauv-roald, SmartX, 28.330
1625581485.528, lauv-roald, SmartX, 28.327
1625581486.028, lauv-roald, SmartX, 28.342
1625581486.528, lauv-roald, SmartX, 28.340
1625581487.028, lauv-roald, SmartX, 28.327
1625581487.528, lauv-roald, SmartX, 28.348
1625581488.028, lauv-roald, SmartX, 28.374
1625581488.528, lauv-roald, SmartX, 28.360
1625581489.028, lauv-roald, SmartX, 28.384
1625581489.528, lauv-roald, SmartX, 28.379
1625581490.028, lauv-roald, SmartX, 28.366
1625581490.528, lauv-roald, SmartX, 28.375
1625581491.028, lauv-roald, SmartX, 28.381
1625581491.528, lauv-roald, SmartX, 28.385
1625581492.028, lauv-roald, SmartX, 28.378
1625581492.528, lauv-roald, SmartX, 28.371
1625581493.028, lauv-roald, SmartX, 28.366
1625581493.528, lauv-roald, SmartX, 28.385
1625581494.028, lauv-roald, SmartX, 28.399
1625581494.528, lauv-roald, SmartX, 28.382
1625581495.028, lauv-roald, SmartX, 28.385
1625581495.528, lauv-roald, SmartX, 28.382
1625581496.028, lauv-roald, SmartX, 28.405
1625581496.528, lauv-roald, SmartX, 28.391
1625581497.028, lauv-roald, SmartX, 28.403
1625581497.528, lauv-roald, SmartX, 28.433
1625581498.028, lauv-roald, SmartX, 28.442
1625581498.528, lauv-roald, SmartX, 28.428
1625581499.027, lauv-roald, SmartX, 28.438
1625581499.528, lauv-roald, SmartX, 28.461
1625581500.028, lauv-roald, SmartX, 28.462
1625581500.527, lauv-roald, SmartX, 28.483
1625581501.027, lauv-roald, SmartX, 28.480
1625581501.527, lauv-roald, SmartX, 28.502
1625581502.027, lauv-roald, SmartX, 28.502
1625581502.527, lauv-roald, SmartX, 28.495
1625581503.027, lauv-roald, SmartX, 28.492
1625581503.527, lauv-roald, SmartX, 28.487
1625581504.027, lauv-roald, SmartX, 28.487
1625581504.527, lauv-roald, SmartX, 28.487
1625581505.027, lauv-roald, SmartX, 28.492
1625581505.527, lauv-roald, SmartX, 28.485
1625581506.027, lauv-roald, SmartX, 28.483
1625581506.527, lauv-roald, SmartX, 28.497
1625581507.027, lauv-roald, SmartX, 28.479
1625581507.527, lauv-roald, SmartX, 28.473
1625581508.027, lauv-roald, SmartX, 28.466
1625581508.527, lauv-roald, SmartX, 28.438
1625581509.027, lauv-roald, SmartX, 28.448
1625581509.527, lauv-roald, SmartX, 28.464
1625581510.027, lauv-roald, SmartX, 28.453
1625581510.527, lauv-roald, SmartX, 28.449
1625581511.027, lauv-roald, SmartX, 28.442
1625581511.527, lauv-roald, SmartX, 28.450
1625581512.027, lauv-roald, SmartX, 28.450
1625581512.527, lauv-roald, SmartX, 28.454
1625581513.027, lauv-roald, SmartX, 28.452
1625581513.527, lauv-roald, SmartX, 28.446
1625581514.027, lauv-roald, SmartX, 28.441
1625581514.527, lauv-roald, SmartX, 28.421
1625581515.026, lauv-roald, SmartX, 28.433
1625581515.526, lauv-roald, SmartX, 28.427
1625581516.026, lauv-roald, SmartX, 28.416
1625581516.526, lauv-roald, SmartX, 28.418
1625581517.026, lauv-roald, SmartX, 28.423
1625581517.526, lauv-roald, SmartX, 28.416
1625581518.026, lauv-roald, SmartX, 28.418
1625581518.526, lauv-roald, SmartX, 28.417
1625581519.026, lauv-roald, SmartX, 28.415
1625581519.526, lauv-roald, SmartX, 28.413
1625581520.026, lauv-roald, SmartX, 28.412
1625581520.526, lauv-roald, SmartX, 28.408
1625581521.026, lauv-roald, SmartX, 28.415
1625581521.526, lauv-roald, SmartX, 28.416
1625581522.026, lauv-roald, SmartX, 28.413
1625581522.526, lauv-roald, SmartX, 28.406
1625581523.026, lauv-roald, SmartX, 28.405
1625581523.526, lauv-roald, SmartX, 28.395
1625581524.026, lauv-roald, SmartX, 28.403
1625581524.526, lauv-roald, SmartX, 28.405
1625581525.026, lauv-roald, SmartX, 28.400
1625581525.526, lauv-roald, SmartX, 28.401
1625581526.026, lauv-roald, SmartX, 28.392
1625581526.526, lauv-roald, SmartX, 28.402
1625581527.026, lauv-roald, SmartX, 28.403
1625581527.526, lauv-roald, SmartX, 28.408
1625581528.026, lauv-roald, SmartX, 28.407
1625581528.526, lauv-roald, SmartX, 28.411
1625581529.025, lauv-roald, SmartX, 28.412
1625581529.525, lauv-roald, SmartX, 28.409
1625581530.025, lauv-roald, SmartX, 28.415
1625581530.525, lauv-roald, SmartX, 28.412
1625581531.025, lauv-roald, SmartX, 28.416
1625581531.525, lauv-roald, SmartX, 28.413
1625581532.025, lauv-roald, SmartX, 28.413
1625581532.525, lauv-roald, SmartX, 28.411
1625581533.025, lauv-roald, SmartX, 28.409
1625581533.525, lauv-roald, SmartX, 28.406
1625581534.025, lauv-roald, SmartX, 28.412
1625581534.525, lauv-roald, SmartX, 28.414
1625581535.025, lauv-roald, SmartX, 28.418
1625581535.525, lauv-roald, SmartX, 28.426
1625581536.025, lauv-roald, SmartX, 28.434
1625581536.525, lauv-roald, SmartX, 28.438
1625581537.025, lauv-roald, SmartX, 28.439
1625581537.525, lauv-roald, SmartX, 28.435
1625581538.025, lauv-roald, SmartX, 28.438
1625581538.525, lauv-roald, SmartX, 28.438
1625581539.025, lauv-roald, SmartX, 28.443
1625581539.525, lauv-roald, SmartX, 28.447
1625581540.025, lauv-roald, SmartX, 28.456
1625581540.525, lauv-roald, SmartX, 28.448
1625581541.025, lauv-roald, SmartX, 28.448
1625581541.525, lauv-roald, SmartX, 28.453
1625581542.025, lauv-roald, SmartX, 28.452
1625581542.525, lauv-roald, SmartX, 28.442
1625581543.024, lauv-roald, SmartX, 28.440
1625581543.524, lauv-roald, SmartX, 28.442
1625581544.025, lauv-roald, SmartX, 28.438
1625581544.525, lauv-roald, SmartX, 28.437
1625581545.024, lauv-roald, SmartX, 28.430
1625581545.524, lauv-roald, SmartX, 28.429
1625581546.024, lauv-roald, SmartX, 28.429
1625581546.524, lauv-roald, SmartX, 28.423
1625581547.024, lauv-roald, SmartX, 28.431
1625581547.524, lauv-roald, SmartX, 28.429
1625581548.024, lauv-roald, SmartX, 28.431
1625581548.524, lauv-roald, SmartX, 28.439
1625581549.024, lauv-roald, SmartX, 28.449
1625581549.524, lauv-roald, SmartX, 28.454
1625581550.024, lauv-roald, SmartX, 28.456
1625581550.524, lauv-roald, SmartX, 28.461
1625581551.024, lauv-roald, SmartX, 28.461
1625581551.524, lauv-roald, SmartX, 28.459
1625581552.024, lauv-roald, SmartX, 28.462
1625581552.524, lauv-roald, SmartX, 28.466
1625581553.024, lauv-roald, SmartX, 28.464
1625581553.524, lauv-roald, SmartX, 28.462
1625581554.024, lauv-roald, SmartX, 28.461
1625581554.524, lauv-roald, SmartX, 28.461
1625581555.024, lauv-roald, SmartX, 28.460
1625581555.524, lauv-roald, SmartX, 28.460
1625581556.024, lauv-roald, SmartX, 28.463
1625581556.524, lauv-roald, SmartX, 28.459
1625581557.024, lauv-roald, SmartX, 28.460
1625581557.524, lauv-roald, SmartX, 28.460
1625581558.024, lauv-roald, SmartX, 28.460
1625581558.524, lauv-roald, SmartX, 28.461
1625581559.023, lauv-roald, SmartX, 28.464
1625581559.523, lauv-roald, SmartX, 28.462
1625581560.023, lauv-roald, SmartX, 28.463
1625581560.523, lauv-roald, SmartX, 28.464
1625581561.023, lauv-roald, SmartX, 28.467
1625581561.523, lauv-roald, SmartX, 28.460
1625581562.023, lauv-roald, SmartX, 28.465
1625581562.523, lauv-roald, SmartX, 28.463
1625581563.023, lauv-roald, SmartX, 28.465
1625581563.523, lauv-roald, SmartX, 28.461
1625581564.023, lauv-roald, SmartX, 28.462
1625581564.523, lauv-roald, SmartX, 28.459
1625581565.023, lauv-roald, SmartX, 28.458
1625581565.523, lauv-roald, SmartX, 28.460
1625581566.023, lauv-roald, SmartX, 28.464
1625581566.523, lauv-roald, SmartX, 28.465
1625581567.023, lauv-roald, SmartX, 28.472
1625581567.523, lauv-roald, SmartX, 28.475
1625581568.023, lauv-roald, SmartX, 28.487
1625581568.523, lauv-roald, SmartX, 28.482
1625581569.023, lauv-roald, SmartX, 28.486
1625581569.523, lauv-roald, SmartX, 28.491
1625581570.023, lauv-roald, SmartX, 28.496
1625581570.523, lauv-roald, SmartX, 28.490
1625581571.023, lauv-roald, SmartX, 28.489
1625581571.523, lauv-roald, SmartX, 28.481
1625581572.023, lauv-roald, SmartX, 28.478
1625581572.523, lauv-roald, SmartX, 28.475
1625581573.023, lauv-roald, SmartX, 28.474
1625581573.523, lauv-roald, SmartX, 28.473
1625581574.022, lauv-roald, SmartX, 28.481
1625581574.522, lauv-roald, SmartX, 28.486
1625581575.022, lauv-roald, SmartX, 28.492
1625581575.522, lauv-roald, SmartX, 28.492
1625581576.023, lauv-roald, SmartX, 28.495
1625581576.522, lauv-roald, SmartX, 28.494
1625581577.022, lauv-roald, SmartX, 28.498
1625581577.522, lauv-roald, SmartX, 28.494
1625581578.022, lauv-roald, SmartX, 28.496
1625581578.522, lauv-roald, SmartX, 28.489
1625581579.022, lauv-roald, SmartX, 28.486
1625581579.522, lauv-roald, SmartX, 28.480
1625581580.022, lauv-roald, SmartX, 28.478
1625581580.522, lauv-roald, SmartX, 28.469
1625581581.022, lauv-roald, SmartX, 28.469
1625581581.522, lauv-roald, SmartX, 28.463
1625581582.022, lauv-roald, SmartX, 28.459
1625581582.522, lauv-roald, SmartX, 28.459
1625581583.022, lauv-roald, SmartX, 28.458
1625581583.522, lauv-roald, SmartX, 28.451
1625581584.022, lauv-roald, SmartX, 28.453
1625581584.522, lauv-roald, SmartX, 28.454
1625581585.022, lauv-roald, SmartX, 28.455
1625581585.522, lauv-roald, SmartX, 28.454
1625581586.022, lauv-roald, SmartX, 28.455
1625581586.522, lauv-roald, SmartX, 28.452
1625581587.022, lauv-roald, SmartX, 28.456
1625581587.522, lauv-roald, SmartX, 28.456
1625581588.021, lauv-roald, SmartX, 28.459
1625581588.522, lauv-roald, SmartX, 28.460
1625581589.021, lauv-roald, SmartX, 28.461
1625581589.521, lauv-roald, SmartX, 28.460
1625581590.021, lauv-roald, SmartX, 28.462
1625581590.521, lauv-roald, SmartX, 28.458
1625581591.021, lauv-roald, SmartX, 28.458
1625581591.521, lauv-roald, SmartX, 28.456
1625581592.021, lauv-roald, SmartX, 28.458
1625581592.521, lauv-roald, SmartX, 28.458
1625581593.021, lauv-roald, SmartX, 28.460
1625581593.521, lauv-roald, SmartX, 28.462
1625581594.021, lauv-roald, SmartX, 28.464
1625581594.521, lauv-roald, SmartX, 28.468
1625581595.021, lauv-roald, SmartX, 28.474
1625581595.521, lauv-roald, SmartX, 28.474
1625581596.021, lauv-roald, SmartX, 28.479
1625581596.521, lauv-roald, SmartX, 28.486
1625581597.021, lauv-roald, SmartX, 28.485
1625581597.521, lauv-roald, SmartX, 28.485
1625581598.021, lauv-roald, SmartX, 28.486
1625581598.521, lauv-roald, SmartX, 28.487
1625581599.021, lauv-roald, SmartX, 28.488
1625581599.521, lauv-roald, SmartX, 28.493
1625581600.021, lauv-roald, SmartX, 28.493
1625581600.521, lauv-roald, SmartX, 28.495
1625581601.021, lauv-roald, SmartX, 28.500
1625581601.521, lauv-roald, SmartX, 28.500
1625581602.021, lauv-roald, SmartX, 28.500
1625581602.521, lauv-roald, SmartX, 28.503
1625581603.021, lauv-roald, SmartX, 28.503
1625581603.521, lauv-roald, SmartX, 28.504
1625581604.020, lauv-roald, SmartX, 28.506
1625581604.520, lauv-roald, SmartX, 28.502
1625581605.020, lauv-roald, SmartX, 28.503
1625581605.520, lauv-roald, SmartX, 28.502
1625581606.020, lauv-roald, SmartX, 28.503
1625581606.520, lauv-roald, SmartX, 28.503
1625581607.020, lauv-roald, SmartX, 28.504
1625581607.520, lauv-roald, SmartX, 28.502
1625581608.020, lauv-roald, SmartX, 28.505
1625581608.520, lauv-roald, SmartX, 28.504
1625581609.020, lauv-roald, SmartX, 28.503
1625581609.520, lauv-roald, SmartX, 28.503
1625581610.020, lauv-roald, SmartX, 28.502
1625581610.520, lauv-roald, SmartX, 28.504
1625581611.020, lauv-roald, SmartX, 28.503
1625581611.520, lauv-roald, SmartX, 28.503
1625581612.020, lauv-roald, SmartX, 28.505
1625581612.520, lauv-roald, SmartX, 28.503
1625581613.020, lauv-roald, SmartX, 28.507
1625581613.520, lauv-roald, SmartX, 28.504
1625581614.020, lauv-roald, SmartX, 28.506
1625581614.520, lauv-roald, SmartX, 28.506
1625581615.020, lauv-roald, SmartX, 28.511
1625581615.520, lauv-roald, SmartX, 28.507
1625581616.020, lauv-roald, SmartX, 28.511
1625581616.520, lauv-roald, SmartX, 28.509
1625581617.020, lauv-roald, SmartX, 28.510
1625581617.520, lauv-roald, SmartX, 28.512
1625581618.019, lauv-roald, SmartX, 28.509
1625581618.520, lauv-roald, SmartX, 28.509
1625581619.019, lauv-roald, SmartX, 28.509
1625581619.519, lauv-roald, SmartX, 28.509
1625581620.019, lauv-roald, SmartX, 28.513
1625581620.519, lauv-roald, SmartX, 28.514
1625581621.019, lauv-roald, SmartX, 28.512
1625581621.519, lauv-roald, SmartX, 28.512
1625581622.019, lauv-roald, SmartX, 28.515
1625581622.519, lauv-roald, SmartX, 28.508
1625581623.019, lauv-roald, SmartX, 28.512
1625581623.519, lauv-roald, SmartX, 28.509
1625581624.019, lauv-roald, SmartX, 28.515
1625581624.519, lauv-roald, SmartX, 28.515
1625581625.019, lauv-roald, SmartX, 28.519
1625581625.519, lauv-roald, SmartX, 28.518
1625581626.019, lauv-roald, SmartX, 28.516
1625581626.519, lauv-roald, SmartX, 28.515
1625581627.019, lauv-roald, SmartX, 28.513
1625581627.519, lauv-roald, SmartX, 28.513
1625581628.019, lauv-roald, SmartX, 28.515
1625581628.519, lauv-roald, SmartX, 28.515
1625581629.019, lauv-roald, SmartX, 28.516
1625581629.519, lauv-roald, SmartX, 28.510
1625581630.019, lauv-roald, SmartX, 28.514
1625581630.519, lauv-roald, SmartX, 28.510
1625581631.019, lauv-roald, SmartX, 28.512
1625581631.519, lauv-roald, SmartX, 28.511
1625581632.019, lauv-roald, SmartX, 28.508
1625581632.519, lauv-roald, SmartX, 28.503
1625581633.019, lauv-roald, SmartX, 28.504
1625581633.519, lauv-roald, SmartX, 28.505
1625581634.018, lauv-roald, SmartX, 28.504
1625581634.518, lauv-roald, SmartX, 28.498
1625581635.018, lauv-roald, SmartX, 28.495
1625581635.518, lauv-roald, SmartX, 28.491
1625581636.018, lauv-roald, SmartX, 28.493
1625581636.518, lauv-roald, SmartX, 28.491
1625581637.018, lauv-roald, SmartX, 28.494
1625581637.518, lauv-roald, SmartX, 28.491
1625581638.018, lauv-roald, SmartX, 28.489
1625581638.518, lauv-roald, SmartX, 28.488
1625581639.018, lauv-roald, SmartX, 28.490
1625581639.518, lauv-roald, SmartX, 28.489
1625581640.018, lauv-roald, SmartX, 28.491
1625581640.518, lauv-roald, SmartX, 28.486
1625581641.018, lauv-roald, SmartX, 28.489
1625581641.518, lauv-roald, SmartX, 28.491
1625581642.018, lauv-roald, SmartX, 28.492
1625581642.518, lauv-roald, SmartX, 28.494
1625581643.018, lauv-roald, SmartX, 28.496
1625581643.518, lauv-roald, SmartX, 28.495
1625581644.018, lauv-roald, SmartX, 28.496
1625581644.518, lauv-roald, SmartX, 28.496
1625581645.018, lauv-roald, SmartX, 28.498
1625581645.518, lauv-roald, SmartX, 28.494
1625581646.018, lauv-roald, SmartX, 28.493
1625581646.518, lauv-roald, SmartX, 28.489
1625581647.018, lauv-roald, SmartX, 28.490
1625581647.518, lauv-roald, SmartX, 28.490
1625581648.018, lauv-roald, SmartX, 28.487
1625581648.518, lauv-roald, SmartX, 28.487
1625581649.018, lauv-roald, SmartX, 28.486
1625581649.518, lauv-roald, SmartX, 28.485
1625581650.017, lauv-roald, SmartX, 28.487
1625581650.517, lauv-roald, SmartX, 28.484
1625581651.017, lauv-roald, SmartX, 28.485
1625581651.517, lauv-roald, SmartX, 28.473
1625581652.017, lauv-roald, SmartX, 28.470
1625581652.517, lauv-roald, SmartX, 28.469
1625581653.017, lauv-roald, SmartX, 28.473
1625581653.517, lauv-roald, SmartX, 28.472
1625581654.017, lauv-roald, SmartX, 28.468
1625581654.517, lauv-roald, SmartX, 28.465
1625581655.017, lauv-roald, SmartX, 28.464
1625581655.517, lauv-roald, SmartX, 28.464
1625581656.017, lauv-roald, SmartX, 28.466
1625581656.517, lauv-roald, SmartX, 28.469
1625581657.017, lauv-roald, SmartX, 28.472
1625581657.517, lauv-roald, SmartX, 28.470
1625581658.017, lauv-roald, SmartX, 28.469
1625581658.517, lauv-roald, SmartX, 28.470
1625581659.017, lauv-roald, SmartX, 28.470
1625581659.517, lauv-roald, SmartX, 28.467
1625581660.017, lauv-roald, SmartX, 28.471
1625581660.517, lauv-roald, SmartX, 28.471
1625581661.017, lauv-roald, SmartX, 28.467
1625581661.517, lauv-roald, SmartX, 28.468
1625581662.017, lauv-roald, SmartX, 28.469
1625581662.517, lauv-roald, SmartX, 28.470
1625581663.017, lauv-roald, SmartX, 28.470
1625581663.517, lauv-roald, SmartX, 28.472
1625581664.017, lauv-roald, SmartX, 28.470
1625581664.517, lauv-roald, SmartX, 28.473
1625581665.017, lauv-roald, SmartX, 28.479
1625581665.517, lauv-roald, SmartX, 28.473
1625581666.016, lauv-roald, SmartX, 28.468
1625581666.516, lauv-roald, SmartX, 28.473
1625581667.016, lauv-roald, SmartX, 28.473
1625581667.516, lauv-roald, SmartX, 28.474
1625581668.016, lauv-roald, SmartX, 28.470
1625581668.516, lauv-roald, SmartX, 28.469
1625581669.016, lauv-roald, SmartX, 28.469
1625581669.516, lauv-roald, SmartX, 28.466
1625581670.016, lauv-roald, SmartX, 28.464
1625581670.516, lauv-roald, SmartX, 28.462
1625581671.016, lauv-roald, SmartX, 28.463
1625581671.516, lauv-roald, SmartX, 28.466
1625581672.016, lauv-roald, SmartX, 28.466
1625581672.516, lauv-roald, SmartX, 28.469
1625581673.016, lauv-roald, SmartX, 28.469
1625581673.516, lauv-roald, SmartX, 28.465
1625581674.016, lauv-roald, SmartX, 28.463
1625581674.516, lauv-roald, SmartX, 28.464
1625581675.016, lauv-roald, SmartX, 28.462
1625581675.516, lauv-roald, SmartX, 28.461
1625581676.016, lauv-roald, SmartX, 28.461
1625581676.516, lauv-roald, SmartX, 28.456
1625581677.016, lauv-roald, SmartX, 28.450
1625581677.516, lauv-roald, SmartX, 28.441
1625581678.016, lauv-roald, SmartX, 28.433
1625581678.516, lauv-roald, SmartX, 28.410
1625581679.016, lauv-roald, SmartX, 28.391
1625581679.516, lauv-roald, SmartX, 28.374
1625581680.015, lauv-roald, SmartX, 28.364
1625581680.515, lauv-roald, SmartX, 28.356
1625581681.015, lauv-roald, SmartX, 28.348
1625581681.515, lauv-roald, SmartX, 28.345
1625581682.015, lauv-roald, SmartX, 28.339
1625581682.515, lauv-roald, SmartX, 28.333
1625581683.015, lauv-roald, SmartX, 28.333
1625581683.515, lauv-roald, SmartX, 28.340
1625581684.015, lauv-roald, SmartX, 28.340
1625581684.515, lauv-roald, SmartX, 28.346
1625581685.015, lauv-roald, SmartX, 28.354
1625581685.515, lauv-roald, SmartX, 28.379
1625581686.015, lauv-roald, SmartX, 28.425
1625581686.515, lauv-roald, SmartX, 28.467
1625581687.015, lauv-roald, SmartX, 28.500
1625581687.515, lauv-roald, SmartX, 28.525
1625581688.015, lauv-roald, SmartX, 28.541
1625581688.515, lauv-roald, SmartX, 28.553
1625581689.015, lauv-roald, SmartX, 28.554
1625581689.515, lauv-roald, SmartX, 28.560
1625581690.015, lauv-roald, SmartX, 28.566
1625581690.515, lauv-roald, SmartX, 28.573
1625581691.015, lauv-roald, SmartX, 28.581
1625581691.515, lauv-roald, SmartX, 28.580
1625581692.015, lauv-roald, SmartX, 28.582
1625581692.515, lauv-roald, SmartX, 28.579
1625581693.015, lauv-roald, SmartX, 28.578
1625581693.515, lauv-roald, SmartX, 28.576
1625581694.015, lauv-roald, SmartX, 28.575
1625581694.515, lauv-roald, SmartX, 28.572
1625581695.015, lauv-roald, SmartX, 28.572
1625581695.514, lauv-roald, SmartX, 28.573
1625581696.014, lauv-roald, SmartX, 28.572
1625581696.514, lauv-roald, SmartX, 28.571
1625581697.014, lauv-roald, SmartX, 28.568
1625581697.514, lauv-roald, SmartX, 28.545
1625581698.014, lauv-roald, SmartX, 28.535
1625581698.514, lauv-roald, SmartX, 28.539
1625581699.014, lauv-roald, SmartX, 28.533
1625581699.514, lauv-roald, SmartX, 28.517
1625581700.014, lauv-roald, SmartX, 28.506
1625581700.514, lauv-roald, SmartX, 28.476
1625581701.014, lauv-roald, SmartX, 28.462
1625581701.514, lauv-roald, SmartX, 28.453
1625581702.014, lauv-roald, SmartX, 28.449
1625581702.514, lauv-roald, SmartX, 28.436
1625581703.014, lauv-roald, SmartX, 28.441
1625581703.514, lauv-roald, SmartX, 28.430
1625581704.014, lauv-roald, SmartX, 28.420
1625581704.514, lauv-roald, SmartX, 28.430
1625581705.014, lauv-roald, SmartX, 28.418
1625581705.514, lauv-roald, SmartX, 28.409
1625581706.014, lauv-roald, SmartX, 28.397
1625581706.514, lauv-roald, SmartX, 28.387
1625581707.013, lauv-roald, SmartX, 28.399
1625581707.514, lauv-roald, SmartX, 28.387
1625581708.014, lauv-roald, SmartX, 28.378
1625581708.514, lauv-roald, SmartX, 28.368
1625581709.013, lauv-roald, SmartX, 28.384
1625581709.514, lauv-roald, SmartX, 28.383
1625581710.013, lauv-roald, SmartX, 28.385
1625581710.513, lauv-roald, SmartX, 28.381
1625581711.013, lauv-roald, SmartX, 28.394
1625581711.514, lauv-roald, SmartX, 28.391
1625581712.013, lauv-roald, SmartX, 28.398
1625581712.513, lauv-roald, SmartX, 28.414
1625581713.013, lauv-roald, SmartX, 28.422
1625581713.513, lauv-roald, SmartX, 28.398
1625581714.013, lauv-roald, SmartX, 28.407
1625581714.513, lauv-roald, SmartX, 28.406
1625581715.013, lauv-roald, SmartX, 28.403
1625581715.513, lauv-roald, SmartX, 28.399
1625581716.013, lauv-roald, SmartX, 28.398
1625581716.513, lauv-roald, SmartX, 28.386
1625581717.013, lauv-roald, SmartX, 28.382
1625581717.513, lauv-roald, SmartX, 28.357
1625581718.013, lauv-roald, SmartX, 28.314
1625581718.513, lauv-roald, SmartX, 28.312
1625581719.013, lauv-roald, SmartX, 28.341
1625581719.513, lauv-roald, SmartX, 28.314
1625581720.013, lauv-roald, SmartX, 28.286
1625581720.513, lauv-roald, SmartX, 28.387
1625581721.013, lauv-roald, SmartX, 28.446
1625581721.512, lauv-roald, SmartX, 28.500
1625581722.013, lauv-roald, SmartX, 28.516
1625581722.513, lauv-roald, SmartX, 28.542
1625581723.013, lauv-roald, SmartX, 28.548
1625581723.513, lauv-roald, SmartX, 28.569
1625581724.013, lauv-roald, SmartX, 28.574
1625581724.513, lauv-roald, SmartX, 28.576
1625581725.012, lauv-roald, SmartX, 28.579
1625581725.512, lauv-roald, SmartX, 28.585
1625581726.012, lauv-roald, SmartX, 28.587
1625581726.512, lauv-roald, SmartX, 28.589
1625581727.012, lauv-roald, SmartX, 28.593
1625581727.512, lauv-roald, SmartX, 28.589
1625581728.012, lauv-roald, SmartX, 28.589
1625581728.512, lauv-roald, SmartX, 28.583
1625581729.012, lauv-roald, SmartX, 28.580
1625581729.512, lauv-roald, SmartX, 28.543
1625581730.012, lauv-roald, SmartX, 28.531
1625581730.512, lauv-roald, SmartX, 28.578
1625581731.012, lauv-roald, SmartX, 28.580
1625581731.512, lauv-roald, SmartX, 28.545
1625581732.012, lauv-roald, SmartX, 28.568
1625581732.512, lauv-roald, SmartX, 28.569
1625581733.012, lauv-roald, SmartX, 28.528
1625581733.512, lauv-roald, SmartX, 28.505
1625581734.012, lauv-roald, SmartX, 28.546
1625581734.512, lauv-roald, SmartX, 28.552
1625581735.012, lauv-roald, SmartX, 28.559
1625581735.512, lauv-roald, SmartX, 28.555
1625581736.011, lauv-roald, SmartX, 28.482
1625581736.512, lauv-roald, SmartX, 28.514
1625581737.012, lauv-roald, SmartX, 28.555
1625581737.511, lauv-roald, SmartX, 28.559
1625581738.012, lauv-roald, SmartX, 28.572
1625581738.511, lauv-roald, SmartX, 28.576
1625581739.011, lauv-roald, SmartX, 28.582
1625581739.511, lauv-roald, SmartX, 28.530
1625581740.011, lauv-roald, SmartX, 28.561
1625581740.511, lauv-roald, SmartX, 28.559
1625581741.011, lauv-roald, SmartX, 28.495
1625581741.511, lauv-roald, SmartX, 28.560
1625581742.011, lauv-roald, SmartX, 28.579
1625581742.511, lauv-roald, SmartX, 28.584
1625581743.011, lauv-roald, SmartX, 28.572
1625581743.511, lauv-roald, SmartX, 28.449
1625581744.011, lauv-roald, SmartX, 28.526
1625581744.511, lauv-roald, SmartX, 28.564
1625581745.011, lauv-roald, SmartX, 28.508
1625581745.511, lauv-roald, SmartX, 28.523
1625581746.011, lauv-roald, SmartX, 28.356
1625581746.511, lauv-roald, SmartX, 28.355
1625581747.011, lauv-roald, SmartX, 28.349
1625581747.511, lauv-roald, SmartX, 28.363
1625581748.011, lauv-roald, SmartX, 28.497
1625581748.511, lauv-roald, SmartX, 28.496
1625581749.011, lauv-roald, SmartX, 28.477
1625581749.511, lauv-roald, SmartX, 28.353
1625581750.011, lauv-roald, SmartX, 28.330
1625581750.511, lauv-roald, SmartX, 28.363
1625581751.011, lauv-roald, SmartX, 28.389
1625581751.511, lauv-roald, SmartX, 28.442
1625581752.011, lauv-roald, SmartX, 28.304
1625581752.511, lauv-roald, SmartX, 28.311
1625581753.011, lauv-roald, SmartX, 28.291
1625581753.511, lauv-roald, SmartX, 28.287
1625581754.011, lauv-roald, SmartX, 28.317
1625581754.510, lauv-roald, SmartX, 28.344
1625581755.010, lauv-roald, SmartX, 28.339
1625581755.510, lauv-roald, SmartX, 28.330
