timestamp, system, entity , value (°c)
1625581696.952, lauv-roald, Mainboard (Board), 39.812
1625581696.953, lauv-roald, DVL, 14.381
1625581697.006, lauv-roald, Power Supply, 26.000
1625581697.014, lauv-roald, SmartX, 14.142
1625581697.074, lauv-roald, Power Supply, 26.000
1625581697.081, lauv-roald, Power Supply, 26.000
1625581697.156, lauv-roald, DVL, 14.375
1625581697.205, lauv-roald, Power Supply, 26.000
1625581697.357, lauv-roald, DVL, 14.383
1625581697.405, lauv-roald, Power Supply, 26.000
1625581697.514, lauv-roald, SmartX, 14.172
1625581697.605, lauv-roald, Power Supply, 26.000
1625581697.713, lauv-roald, Oxygen Sensor, 14.171
1625581697.757, lauv-roald, DVL, 14.380
1625581697.805, lauv-roald, Power Supply, 26.000
1625581697.952, lauv-roald, Mainboard (Core), 47.937
1625581697.952, lauv-roald, Mainboard (SuperIO), 42.062
1625581697.952, lauv-roald, Mainboard (Board), 39.812
1625581697.959, lauv-roald, DVL, 14.384
1625581698.014, lauv-roald, SmartX, 14.184
1625581698.106, lauv-roald, Power Supply, 26.000
1625581698.112, lauv-roald, Power Supply, 26.000
1625581698.154, lauv-roald, DVL, 14.379
1625581698.304, lauv-roald, Power Supply, 26.000
1625581698.506, lauv-roald, Power Supply, 26.000
1625581698.514, lauv-roald, SmartX, 14.178
1625581698.557, lauv-roald, DVL, 14.384
1625581698.705, lauv-roald, Power Supply, 26.000
1625581698.712, lauv-roald, Motor Controller (MCU), 29.000
1625581698.712, lauv-roald, Motor Controller (Bridge), 33.000
1625581698.712, lauv-roald, Motor, 38.000
1625581698.713, lauv-roald, Oxygen Sensor, 14.189
1625581698.759, lauv-roald, DVL, 14.384
1625581698.905, lauv-roald, Power Supply, 26.000
1625581698.952, lauv-roald, Mainboard (Core), 48.250
1625581698.952, lauv-roald, Mainboard (SuperIO), 42.062
1625581698.952, lauv-roald, Mainboard (Board), 39.750
1625581698.956, lauv-roald, DVL, 14.389
1625581699.014, lauv-roald, SmartX, 14.185
1625581699.107, lauv-roald, Power Supply, 26.000
1625581699.136, lauv-roald, Power Supply, 26.000
1625581699.143, lauv-roald, Power Supply, 26.000
1625581699.353, lauv-roald, DVL, 14.387
1625581699.514, lauv-roald, SmartX, 14.205
1625581699.552, lauv-roald, DVL, 14.389
1625581699.606, lauv-roald, Power Supply, 26.000
1625581699.713, lauv-roald, Oxygen Sensor, 14.194
1625581699.751, lauv-roald, DVL, 14.393
1625581699.806, lauv-roald, Power Supply, 26.000
1625581699.952, lauv-roald, Mainboard (Core), 48.250
1625581699.952, lauv-roald, Mainboard (SuperIO), 42.062
1625581699.952, lauv-roald, Mainboard (Board), 39.750
1625581700.007, lauv-roald, Power Supply, 26.000
1625581700.014, lauv-roald, SmartX, 14.220
1625581700.157, lauv-roald, DVL, 14.387
1625581700.170, lauv-roald, Power Supply, 26.000
1625581700.176, lauv-roald, Power Supply, 26.000
1625581700.205, lauv-roald, Power Supply, 26.000
1625581700.353, lauv-roald, DVL, 14.398
1625581700.406, lauv-roald, Power Supply, 26.000
1625581700.514, lauv-roald, SmartX, 14.254
1625581700.549, lauv-roald, DVL, 14.402
1625581700.713, lauv-roald, Oxygen Sensor, 14.208
1625581700.812, lauv-roald, Motor Controller (MCU), 29.000
1625581700.812, lauv-roald, Motor Controller (Bridge), 33.000
1625581700.812, lauv-roald, Motor, 38.000
1625581700.906, lauv-roald, Power Supply, 26.000
1625581700.952, lauv-roald, Mainboard (Core), 48.125
1625581700.952, lauv-roald, Mainboard (SuperIO), 42.187
1625581700.952, lauv-roald, Mainboard (Board), 39.812
1625581700.959, lauv-roald, DVL, 14.393
1625581701.014, lauv-roald, SmartX, 14.274
1625581701.106, lauv-roald, Power Supply, 26.000
1625581701.160, lauv-roald, DVL, 14.398
1625581701.199, lauv-roald, Power Supply, 26.000
1625581701.205, lauv-roald, Power Supply, 26.000
1625581701.307, lauv-roald, Power Supply, 26.000
1625581701.356, lauv-roald, DVL, 14.408
1625581701.507, lauv-roald, Power Supply, 26.000
1625581701.514, lauv-roald, SmartX, 14.286
1625581701.707, lauv-roald, Power Supply, 26.000
1625581701.713, lauv-roald, Oxygen Sensor, 14.240
1625581701.756, lauv-roald, DVL, 14.407
1625581701.952, lauv-roald, Mainboard (Core), 48.125
1625581701.952, lauv-roald, Mainboard (SuperIO), 42.187
1625581701.952, lauv-roald, Mainboard (Board), 39.812
1625581701.955, lauv-roald, DVL, 14.414
1625581702.014, lauv-roald, SmartX, 14.300
1625581702.150, lauv-roald, DVL, 14.418
1625581702.208, lauv-roald, Power Supply, 26.000
1625581702.231, lauv-roald, Power Supply, 26.000
1625581702.240, lauv-roald, Power Supply, 26.000
1625581702.407, lauv-roald, Power Supply, 26.000
1625581702.514, lauv-roald, SmartX, 14.322
1625581702.550, lauv-roald, DVL, 14.428
1625581702.607, lauv-roald, Power Supply, 26.000
1625581702.713, lauv-roald, Oxygen Sensor, 14.272
1625581702.758, lauv-roald, DVL, 14.437
1625581702.808, lauv-roald, Power Supply, 26.000
1625581702.912, lauv-roald, Motor Controller (MCU), 29.000
1625581702.912, lauv-roald, Motor Controller (Bridge), 33.000
1625581702.912, lauv-roald, Motor, 38.000
1625581702.951, lauv-roald, DVL, 14.441
1625581702.952, lauv-roald, Mainboard (Core), 48.250
1625581702.952, lauv-roald, Mainboard (SuperIO), 42.062
1625581702.952, lauv-roald, Mainboard (Board), 39.750
1625581703.007, lauv-roald, Power Supply, 26.000
1625581703.014, lauv-roald, SmartX, 14.315
1625581703.259, lauv-roald, Power Supply, 26.000
1625581703.266, lauv-roald, Power Supply, 26.000
1625581703.359, lauv-roald, DVL, 14.452
1625581703.508, lauv-roald, Power Supply, 26.000
1625581703.513, lauv-roald, SmartX, 14.334
1625581703.559, lauv-roald, DVL, 14.464
1625581703.708, lauv-roald, Power Supply, 26.000
1625581703.712, lauv-roald, Oxygen Sensor, 14.299
1625581703.750, lauv-roald, DVL, 14.465
1625581703.909, lauv-roald, Power Supply, 26.000
1625581703.952, lauv-roald, Mainboard (Core), 48.250
1625581703.952, lauv-roald, Mainboard (SuperIO), 42.062
1625581703.952, lauv-roald, Mainboard (Board), 39.750
1625581704.013, lauv-roald, SmartX, 14.343
1625581704.109, lauv-roald, Power Supply, 26.000
1625581704.156, lauv-roald, DVL, 14.463
1625581704.309, lauv-roald, Power Supply, 26.000
1625581704.318, lauv-roald, Power Supply, 26.000
1625581704.353, lauv-roald, DVL, 14.483
1625581704.513, lauv-roald, SmartX, 14.326
1625581704.549, lauv-roald, DVL, 14.486
1625581704.712, lauv-roald, Oxygen Sensor, 14.309
1625581704.810, lauv-roald, Power Supply, 26.000
1625581704.952, lauv-roald, Mainboard (Core), 48.750
1625581704.952, lauv-roald, Mainboard (SuperIO), 42.125
1625581704.952, lauv-roald, Mainboard (Board), 39.750
1625581704.953, lauv-roald, DVL, 14.489
1625581705.009, lauv-roald, Power Supply, 26.000
1625581705.012, lauv-roald, Motor Controller (MCU), 29.000
1625581705.012, lauv-roald, Motor Controller (Bridge), 33.000
1625581705.012, lauv-roald, Motor, 38.000
1625581705.013, lauv-roald, SmartX, 14.342
1625581705.152, lauv-roald, DVL, 14.495
1625581705.210, lauv-roald, Power Supply, 26.000
1625581705.320, lauv-roald, Power Supply, 26.000
1625581705.327, lauv-roald, Power Supply, 26.000
1625581705.352, lauv-roald, DVL, 14.502
1625581705.409, lauv-roald, Power Supply, 26.000
1625581705.513, lauv-roald, SmartX, 14.349
1625581705.611, lauv-roald, Power Supply, 26.000
1625581705.712, lauv-roald, Oxygen Sensor, 14.314
1625581705.757, lauv-roald, DVL, 14.507
1625581705.952, lauv-roald, Mainboard (Core), 48.750
1625581705.952, lauv-roald, Mainboard (SuperIO), 42.125
1625581705.952, lauv-roald, Mainboard (Board), 39.750
1625581705.958, lauv-roald, DVL, 14.514
1625581706.013, lauv-roald, SmartX, 14.365
1625581706.111, lauv-roald, Power Supply, 26.000
1625581706.158, lauv-roald, DVL, 14.506
1625581706.311, lauv-roald, Power Supply, 26.000
1625581706.352, lauv-roald, Power Supply, 26.000
1625581706.359, lauv-roald, Power Supply, 26.000
1625581706.510, lauv-roald, Power Supply, 26.000
1625581706.513, lauv-roald, SmartX, 14.371
1625581706.558, lauv-roald, DVL, 14.514
1625581706.710, lauv-roald, Power Supply, 26.000
1625581706.713, lauv-roald, Oxygen Sensor, 14.330
1625581706.758, lauv-roald, DVL, 14.522
1625581706.911, lauv-roald, Power Supply, 26.000
1625581706.952, lauv-roald, Mainboard (Core), 48.187
1625581706.952, lauv-roald, Mainboard (SuperIO), 42.062
1625581706.952, lauv-roald, Mainboard (Board), 39.562
1625581706.961, lauv-roald, DVL, 14.528
1625581707.013, lauv-roald, SmartX, 14.355
1625581707.112, lauv-roald, Motor Controller (MCU), 29.000
1625581707.112, lauv-roald, Motor Controller (Bridge), 33.000
1625581707.112, lauv-roald, Motor, 38.000
1625581707.358, lauv-roald, DVL, 14.527
1625581707.412, lauv-roald, Power Supply, 26.000
1625581707.513, lauv-roald, SmartX, 14.365
1625581707.555, lauv-roald, DVL, 14.535
1625581707.612, lauv-roald, Power Supply, 26.000
1625581707.712, lauv-roald, Oxygen Sensor, 14.340
1625581707.758, lauv-roald, DVL, 14.537
1625581707.811, lauv-roald, Power Supply, 26.000
1625581707.952, lauv-roald, Mainboard (Core), 48.187
1625581707.952, lauv-roald, Mainboard (SuperIO), 42.062
1625581707.952, lauv-roald, Mainboard (Board), 39.562
1625581708.011, lauv-roald, Power Supply, 26.000
1625581708.013, lauv-roald, SmartX, 14.376
1625581708.150, lauv-roald, DVL, 14.527
1625581708.212, lauv-roald, Power Supply, 26.000
1625581708.350, lauv-roald, DVL, 14.539
1625581708.415, lauv-roald, Power Supply, 26.000
1625581708.423, lauv-roald, Power Supply, 26.000
1625581708.513, lauv-roald, SmartX, 14.390
1625581708.553, lauv-roald, DVL, 14.542
1625581708.711, lauv-roald, Power Supply, 26.000
1625581708.712, lauv-roald, Oxygen Sensor, 14.342
1625581708.911, lauv-roald, Power Supply, 26.000
1625581708.953, lauv-roald, Mainboard (Core), 48.437
1625581708.953, lauv-roald, Mainboard (SuperIO), 42.062
1625581708.953, lauv-roald, Mainboard (Board), 39.875
1625581708.953, lauv-roald, DVL, 14.541
1625581709.013, lauv-roald, SmartX, 14.361
1625581709.112, lauv-roald, Motor Controller (MCU), 29.000
1625581709.112, lauv-roald, Motor Controller (Bridge), 33.000
1625581709.112, lauv-roald, Motor, 38.000
1625581709.113, lauv-roald, Power Supply, 26.000
1625581709.150, lauv-roald, DVL, 14.537
1625581709.313, lauv-roald, Power Supply, 26.000
1625581709.356, lauv-roald, DVL, 14.547
1625581709.445, lauv-roald, Power Supply, 26.000
1625581709.453, lauv-roald, Power Supply, 26.000
1625581709.512, lauv-roald, Power Supply, 26.000
1625581709.513, lauv-roald, SmartX, 14.361
1625581709.712, lauv-roald, Oxygen Sensor, 14.348
1625581709.752, lauv-roald, DVL, 14.549
1625581709.952, lauv-roald, Mainboard (Core), 48.437
1625581709.952, lauv-roald, Mainboard (SuperIO), 42.062
1625581709.952, lauv-roald, Mainboard (Board), 39.875
1625581709.957, lauv-roald, DVL, 14.549
1625581710.012, lauv-roald, Power Supply, 26.000
1625581710.013, lauv-roald, SmartX, 14.361
1625581710.158, lauv-roald, DVL, 14.546
1625581710.212, lauv-roald, Power Supply, 26.000
1625581710.413, lauv-roald, Power Supply, 26.000
1625581710.474, lauv-roald, Power Supply, 26.000
1625581710.484, lauv-roald, Power Supply, 26.000
1625581710.513, lauv-roald, SmartX, 14.364
1625581710.559, lauv-roald, DVL, 14.548
1625581710.614, lauv-roald, Power Supply, 26.000
1625581710.712, lauv-roald, Oxygen Sensor, 14.338
1625581710.757, lauv-roald, DVL, 14.549
1625581710.814, lauv-roald, Power Supply, 26.000
1625581710.949, lauv-roald, DVL, 14.556
1625581710.952, lauv-roald, Mainboard (Core), 48.250
1625581710.952, lauv-roald, Mainboard (SuperIO), 42.187
1625581710.952, lauv-roald, Mainboard (Board), 39.750
1625581711.013, lauv-roald, SmartX, 14.353
1625581711.112, lauv-roald, Motor Controller (MCU), 29.000
1625581711.112, lauv-roald, Motor Controller (Bridge), 33.000
1625581711.112, lauv-roald, Motor, 38.000
1625581711.314, lauv-roald, Power Supply, 26.000
1625581711.356, lauv-roald, DVL, 14.556
1625581711.514, lauv-roald, SmartX, 14.363
1625581711.515, lauv-roald, Power Supply, 26.000
1625581711.522, lauv-roald, Power Supply, 26.000
1625581711.556, lauv-roald, DVL, 14.553
1625581711.712, lauv-roald, Oxygen Sensor, 14.342
1625581711.714, lauv-roald, Power Supply, 26.000
1625581711.750, lauv-roald, DVL, 14.557
1625581711.913, lauv-roald, Power Supply, 26.000
1625581711.952, lauv-roald, Mainboard (Core), 48.250
1625581711.952, lauv-roald, Mainboard (SuperIO), 42.187
1625581711.952, lauv-roald, Mainboard (Board), 39.750
1625581712.013, lauv-roald, SmartX, 14.355
1625581712.115, lauv-roald, Power Supply, 26.000
1625581712.151, lauv-roald, DVL, 14.552
1625581712.355, lauv-roald, DVL, 14.559
1625581712.513, lauv-roald, SmartX, 14.329
1625581712.544, lauv-roald, Power Supply, 26.000
1625581712.551, lauv-roald, Power Supply, 26.000
1625581712.553, lauv-roald, DVL, 14.556
1625581712.615, lauv-roald, Power Supply, 26.000
1625581712.712, lauv-roald, Oxygen Sensor, 14.339
1625581712.815, lauv-roald, Power Supply, 26.000
1625581712.952, lauv-roald, Mainboard (Core), 48.187
1625581712.952, lauv-roald, Mainboard (SuperIO), 42.062
1625581712.952, lauv-roald, Mainboard (Board), 39.812
1625581712.953, lauv-roald, DVL, 14.548
1625581713.013, lauv-roald, SmartX, 14.314
1625581713.016, lauv-roald, Power Supply, 26.000
1625581713.112, lauv-roald, Motor Controller (MCU), 29.000
1625581713.112, lauv-roald, Motor Controller (Bridge), 33.000
1625581713.112, lauv-roald, Motor, 38.000
1625581713.152, lauv-roald, DVL, 14.552
1625581713.217, lauv-roald, Power Supply, 26.000
1625581713.356, lauv-roald, DVL, 14.551
1625581713.415, lauv-roald, Power Supply, 26.000
1625581713.513, lauv-roald, SmartX, 14.334
1625581713.585, lauv-roald, Power Supply, 26.000
1625581713.592, lauv-roald, Power Supply, 26.000
1625581713.712, lauv-roald, Oxygen Sensor, 14.316
1625581713.759, lauv-roald, DVL, 14.546
1625581713.916, lauv-roald, Power Supply, 26.000
1625581713.952, lauv-roald, Mainboard (Core), 48.187
1625581713.952, lauv-roald, Mainboard (SuperIO), 42.062
1625581713.952, lauv-roald, Mainboard (Board), 39.812
1625581713.960, lauv-roald, DVL, 14.544
1625581714.013, lauv-roald, SmartX, 14.320
1625581714.115, lauv-roald, Power Supply, 26.000
1625581714.161, lauv-roald, DVL, 14.542
1625581714.317, lauv-roald, Power Supply, 26.000
1625581714.513, lauv-roald, SmartX, 14.318
1625581714.516, lauv-roald, Power Supply, 26.000
1625581714.559, lauv-roald, DVL, 14.542
1625581714.617, lauv-roald, Power Supply, 26.000
1625581714.624, lauv-roald, Power Supply, 26.000
1625581714.712, lauv-roald, Oxygen Sensor, 14.315
1625581714.716, lauv-roald, Power Supply, 26.000
1625581714.757, lauv-roald, DVL, 14.542
1625581714.952, lauv-roald, Mainboard (Core), 48.500
1625581714.952, lauv-roald, Mainboard (SuperIO), 42.125
1625581714.952, lauv-roald, Mainboard (Board), 39.812
1625581714.958, lauv-roald, DVL, 14.545
1625581715.013, lauv-roald, SmartX, 14.325
1625581715.212, lauv-roald, Motor Controller (MCU), 29.000
1625581715.212, lauv-roald, Motor Controller (Bridge), 33.000
1625581715.212, lauv-roald, Motor, 38.000
1625581715.217, lauv-roald, Power Supply, 26.000
1625581715.358, lauv-roald, DVL, 14.538
1625581715.416, lauv-roald, Power Supply, 26.000
1625581715.513, lauv-roald, SmartX, 14.329
1625581715.558, lauv-roald, DVL, 14.539
1625581715.618, lauv-roald, Power Supply, 26.000
1625581715.649, lauv-roald, Power Supply, 26.000
1625581715.655, lauv-roald, Power Supply, 26.000
1625581715.712, lauv-roald, Oxygen Sensor, 14.316
1625581715.750, lauv-roald, DVL, 14.536
1625581715.817, lauv-roald, Power Supply, 26.000
1625581715.952, lauv-roald, Mainboard (Core), 48.500
1625581715.952, lauv-roald, Mainboard (SuperIO), 42.125
1625581715.952, lauv-roald, Mainboard (Board), 39.812
1625581716.013, lauv-roald, SmartX, 14.332
1625581716.019, lauv-roald, Power Supply, 26.000
1625581716.161, lauv-roald, DVL, 14.524
1625581716.357, lauv-roald, DVL, 14.532
1625581716.513, lauv-roald, SmartX, 14.348
1625581716.520, lauv-roald, Power Supply, 26.000
1625581716.551, lauv-roald, DVL, 14.531
1625581716.679, lauv-roald, Power Supply, 26.000
1625581716.685, lauv-roald, Power Supply, 26.000
1625581716.712, lauv-roald, Oxygen Sensor, 14.319
1625581716.717, lauv-roald, Power Supply, 26.000
1625581716.918, lauv-roald, Power Supply, 26.000
1625581716.951, lauv-roald, DVL, 14.528
1625581716.952, lauv-roald, Mainboard (Core), 48.187
1625581716.952, lauv-roald, Mainboard (SuperIO), 42.000
1625581716.953, lauv-roald, Mainboard (Board), 39.937
1625581717.013, lauv-roald, SmartX, 14.348
1625581717.117, lauv-roald, Power Supply, 26.000
1625581717.156, lauv-roald, DVL, 14.516
1625581717.212, lauv-roald, Motor Controller (MCU), 29.000
1625581717.212, lauv-roald, Motor Controller (Bridge), 33.000
1625581717.212, lauv-roald, Motor, 38.000
1625581717.317, lauv-roald, Power Supply, 26.000
1625581717.354, lauv-roald, DVL, 14.519
1625581717.513, lauv-roald, SmartX, 14.382
1625581717.707, lauv-roald, Power Supply, 26.000
1625581717.712, lauv-roald, Oxygen Sensor, 14.322
1625581717.715, lauv-roald, Power Supply, 26.000
1625581717.754, lauv-roald, DVL, 14.509
1625581717.818, lauv-roald, Power Supply, 26.000
1625581717.950, lauv-roald, DVL, 14.515
1625581717.952, lauv-roald, Mainboard (Core), 48.187
1625581717.952, lauv-roald, Mainboard (SuperIO), 42.000
1625581717.952, lauv-roald, Mainboard (Board), 39.937
1625581718.013, lauv-roald, SmartX, 14.437
1625581718.020, lauv-roald, Power Supply, 26.000
1625581718.153, lauv-roald, DVL, 14.511
1625581718.220, lauv-roald, Power Supply, 26.000
1625581718.419, lauv-roald, Power Supply, 26.000
1625581718.513, lauv-roald, SmartX, 14.444
1625581718.552, lauv-roald, DVL, 14.509
1625581718.618, lauv-roald, Power Supply, 26.000
1625581718.712, lauv-roald, Oxygen Sensor, 14.361
1625581718.740, lauv-roald, Power Supply, 26.000
1625581718.747, lauv-roald, Power Supply, 26.000
1625581718.750, lauv-roald, DVL, 14.518
1625581718.952, lauv-roald, Mainboard (Core), 48.375
1625581718.952, lauv-roald, Mainboard (SuperIO), 42.000
1625581718.952, lauv-roald, Mainboard (Board), 39.750
1625581718.958, lauv-roald, DVL, 14.527
1625581719.013, lauv-roald, SmartX, 14.403
1625581719.120, lauv-roald, Power Supply, 26.000
1625581719.312, lauv-roald, Motor Controller (MCU), 29.000
1625581719.312, lauv-roald, Motor Controller (Bridge), 33.000
1625581719.312, lauv-roald, Motor, 38.000
1625581719.320, lauv-roald, Power Supply, 26.000
1625581719.350, lauv-roald, DVL, 14.532
1625581719.512, lauv-roald, SmartX, 14.439
1625581719.520, lauv-roald, Power Supply, 26.000
1625581719.551, lauv-roald, DVL, 14.543
1625581719.712, lauv-roald, Oxygen Sensor, 14.403
1625581719.720, lauv-roald, Power Supply, 26.000
1625581719.755, lauv-roald, DVL, 14.550
1625581719.770, lauv-roald, Power Supply, 26.000
1625581719.778, lauv-roald, Power Supply, 26.000
1625581719.920, lauv-roald, Power Supply, 26.000
1625581719.952, lauv-roald, Mainboard (Core), 48.375
1625581719.952, lauv-roald, Mainboard (SuperIO), 42.000
1625581719.952, lauv-roald, Mainboard (Board), 39.750
1625581720.012, lauv-roald, SmartX, 14.478
1625581720.154, lauv-roald, DVL, 14.552
1625581720.359, lauv-roald, DVL, 14.562
1625581720.419, lauv-roald, Power Supply, 26.000
1625581720.512, lauv-roald, SmartX, 14.345
1625581720.557, lauv-roald, DVL, 14.567
1625581720.621, lauv-roald, Power Supply, 26.000
1625581720.712, lauv-roald, Oxygen Sensor, 14.419
1625581720.821, lauv-roald, Power Supply, 26.000
1625581720.830, lauv-roald, Power Supply, 26.000
1625581720.950, lauv-roald, DVL, 14.570
1625581720.952, lauv-roald, Mainboard (Core), 48.500
1625581720.952, lauv-roald, Mainboard (SuperIO), 42.062
1625581720.952, lauv-roald, Mainboard (Board), 39.750
1625581721.012, lauv-roald, SmartX, 14.272
1625581721.022, lauv-roald, Power Supply, 26.000
1625581721.152, lauv-roald, DVL, 14.575
1625581721.221, lauv-roald, Power Supply, 26.000
1625581721.312, lauv-roald, Motor Controller (MCU), 29.000
1625581721.312, lauv-roald, Motor Controller (Bridge), 33.000
1625581721.312, lauv-roald, Motor, 38.000
1625581721.354, lauv-roald, DVL, 14.577
1625581721.512, lauv-roald, SmartX, 14.208
1625581721.712, lauv-roald, Oxygen Sensor, 14.320
1625581721.720, lauv-roald, Power Supply, 26.000
1625581721.753, lauv-roald, DVL, 14.569
1625581721.831, lauv-roald, Power Supply, 26.000
1625581721.840, lauv-roald, Power Supply, 26.000
1625581721.922, lauv-roald, Power Supply, 26.000
1625581721.952, lauv-roald, Mainboard (Core), 48.500
1625581721.952, lauv-roald, Mainboard (SuperIO), 42.062
1625581721.952, lauv-roald, Mainboard (Board), 39.750
1625581721.956, lauv-roald, DVL, 14.562
1625581722.012, lauv-roald, SmartX, 14.193
1625581722.122, lauv-roald, Power Supply, 26.000
1625581722.154, lauv-roald, DVL, 14.541
1625581722.322, lauv-roald, Power Supply, 26.000
1625581722.512, lauv-roald, SmartX, 14.165
1625581722.521, lauv-roald, Power Supply, 26.000
1625581722.552, lauv-roald, DVL, 14.518
1625581722.712, lauv-roald, Oxygen Sensor, 14.214
1625581722.755, lauv-roald, DVL, 14.506
1625581722.860, lauv-roald, Power Supply, 26.000
1625581722.866, lauv-roald, Power Supply, 26.000
1625581722.952, lauv-roald, Mainboard (Core), 48.750
1625581722.952, lauv-roald, Mainboard (SuperIO), 42.187
1625581722.953, lauv-roald, Mainboard (Board), 39.687
1625581722.953, lauv-roald, DVL, 14.501
1625581723.012, lauv-roald, SmartX, 14.162
1625581723.025, lauv-roald, Power Supply, 26.000
1625581723.223, lauv-roald, Power Supply, 26.000
1625581723.354, lauv-roald, DVL, 14.467
1625581723.412, lauv-roald, Motor Controller (MCU), 29.000
1625581723.412, lauv-roald, Motor Controller (Bridge), 33.000
1625581723.412, lauv-roald, Motor, 38.000
1625581723.423, lauv-roald, Power Supply, 26.000
1625581723.512, lauv-roald, SmartX, 14.143
1625581723.556, lauv-roald, DVL, 14.466
1625581723.623, lauv-roald, Power Supply, 26.000
1625581723.712, lauv-roald, Oxygen Sensor, 14.177
1625581723.757, lauv-roald, DVL, 14.452
1625581723.823, lauv-roald, Power Supply, 26.000
1625581723.891, lauv-roald, Power Supply, 26.000
1625581723.897, lauv-roald, Power Supply, 26.000
1625581723.952, lauv-roald, Mainboard (Core), 48.750
1625581723.952, lauv-roald, Mainboard (SuperIO), 42.187
1625581723.952, lauv-roald, Mainboard (Board), 39.687
1625581724.012, lauv-roald, SmartX, 14.132
1625581724.158, lauv-roald, DVL, 14.426
1625581724.322, lauv-roald, Power Supply, 26.000
1625581724.360, lauv-roald, DVL, 14.428
1625581724.512, lauv-roald, SmartX, 14.135
1625581724.523, lauv-roald, Power Supply, 26.000
1625581724.553, lauv-roald, DVL, 14.421
1625581724.712, lauv-roald, Oxygen Sensor, 14.161
1625581724.722, lauv-roald, Power Supply, 26.000
1625581724.924, lauv-roald, Power Supply, 26.000
1625581724.952, lauv-roald, Mainboard (Core), 48.250
1625581724.952, lauv-roald, Mainboard (SuperIO), 42.125
1625581724.952, lauv-roald, Mainboard (Board), 39.750
1625581724.954, lauv-roald, DVL, 14.405
1625581725.012, lauv-roald, SmartX, 14.133
1625581725.124, lauv-roald, Power Supply, 26.000
1625581725.151, lauv-roald, DVL, 14.394
1625581725.350, lauv-roald, DVL, 14.400
1625581725.512, lauv-roald, SmartX, 14.126
1625581725.513, lauv-roald, Motor Controller (MCU), 29.000
1625581725.513, lauv-roald, Motor Controller (Bridge), 33.000
1625581725.513, lauv-roald, Motor, 38.000
1625581725.624, lauv-roald, Power Supply, 26.000
1625581725.712, lauv-roald, Oxygen Sensor, 14.159
1625581725.754, lauv-roald, DVL, 14.385
1625581725.824, lauv-roald, Power Supply, 26.000
1625581725.952, lauv-roald, Mainboard (Core), 48.250
1625581725.953, lauv-roald, Mainboard (SuperIO), 42.000
1625581725.953, lauv-roald, Mainboard (Board), 39.687
1625581725.953, lauv-roald, DVL, 14.384
1625581725.955, lauv-roald, Power Supply, 26.000
1625581725.964, lauv-roald, Power Supply, 26.000
1625581726.012, lauv-roald, SmartX, 14.124
1625581726.025, lauv-roald, Power Supply, 26.000
1625581726.152, lauv-roald, DVL, 14.375
1625581726.223, lauv-roald, Power Supply, 26.000
1625581726.425, lauv-roald, Power Supply, 26.000
1625581726.512, lauv-roald, SmartX, 14.119
1625581726.553, lauv-roald, DVL, 14.371
1625581726.712, lauv-roald, Oxygen Sensor, 14.156
1625581726.751, lauv-roald, DVL, 14.373
1625581726.925, lauv-roald, Power Supply, 26.000
1625581726.952, lauv-roald, Mainboard (Core), 48.125
1625581726.952, lauv-roald, Mainboard (SuperIO), 42.000
1625581726.952, lauv-roald, Mainboard (Board), 39.687
1625581726.954, lauv-roald, DVL, 14.372
1625581726.998, lauv-roald, Power Supply, 26.000
1625581727.006, lauv-roald, Power Supply, 26.000
1625581727.012, lauv-roald, SmartX, 14.116
1625581727.125, lauv-roald, Power Supply, 26.000
1625581727.325, lauv-roald, Power Supply, 26.000
1625581727.351, lauv-roald, DVL, 14.361
1625581727.512, lauv-roald, SmartX, 14.120
1625581727.525, lauv-roald, Power Supply, 26.000
1625581727.555, lauv-roald, DVL, 14.364
1625581727.612, lauv-roald, Motor Controller (MCU), 29.000
1625581727.612, lauv-roald, Motor Controller (Bridge), 33.000
1625581727.612, lauv-roald, Motor, 38.000
1625581727.712, lauv-roald, Oxygen Sensor, 14.146
1625581727.725, lauv-roald, Power Supply, 26.000
1625581727.755, lauv-roald, DVL, 14.361
1625581727.952, lauv-roald, Mainboard (Core), 48.125
1625581727.952, lauv-roald, Mainboard (SuperIO), 42.062
1625581727.952, lauv-roald, Mainboard (Board), 39.687
1625581728.012, lauv-roald, SmartX, 14.119
1625581728.033, lauv-roald, Power Supply, 26.000
1625581728.040, lauv-roald, Power Supply, 26.000
1625581728.153, lauv-roald, DVL, 14.344
1625581728.226, lauv-roald, Power Supply, 26.000
1625581728.358, lauv-roald, DVL, 14.356
1625581728.426, lauv-roald, Power Supply, 26.000
1625581728.512, lauv-roald, SmartX, 14.132
1625581728.554, lauv-roald, DVL, 14.355
1625581728.625, lauv-roald, Power Supply, 26.000
1625581728.712, lauv-roald, Oxygen Sensor, 14.147
1625581728.825, lauv-roald, Power Supply, 26.000
1625581728.948, lauv-roald, DVL, 14.349
1625581728.952, lauv-roald, Mainboard (Core), 48.125
1625581728.952, lauv-roald, Mainboard (SuperIO), 42.062
1625581728.952, lauv-roald, Mainboard (Board), 39.687
1625581729.012, lauv-roald, SmartX, 14.140
1625581729.026, lauv-roald, Power Supply, 26.000
1625581729.063, lauv-roald, Power Supply, 26.000
1625581729.070, lauv-roald, Power Supply, 26.000
1625581729.151, lauv-roald, DVL, 14.346
1625581729.358, lauv-roald, DVL, 14.353
1625581729.512, lauv-roald, SmartX, 14.189
