timestamp, system, entity , value (°c)
1625582002.952, lauv-roald, Mainboard (Core), 48.000
1625582002.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582002.952, lauv-roald, Mainboard (Board), 39.875
1625582002.954, lauv-roald, DVL, 14.676
1625582002.993, lauv-roald, SmartX, 14.513
1625582003.122, lauv-roald, Power Supply, 26.000
1625582003.324, lauv-roald, Power Supply, 26.000
1625582003.354, lauv-roald, DVL, 14.677
1625582003.493, lauv-roald, SmartX, 14.518
1625582003.524, lauv-roald, Power Supply, 25.500
1625582003.555, lauv-roald, DVL, 14.680
1625582003.612, lauv-roald, Motor Controller (MCU), 29.000
1625582003.612, lauv-roald, Motor Controller (Bridge), 33.000
1625582003.612, lauv-roald, Motor, 38.000
1625582003.702, lauv-roald, Oxygen Sensor, 14.467
1625582003.709, lauv-roald, Power Supply, 26.000
1625582003.717, lauv-roald, Power Supply, 26.000
1625582003.753, lauv-roald, DVL, 14.682
1625582003.952, lauv-roald, Mainboard (Core), 48.125
1625582003.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582003.952, lauv-roald, Mainboard (Board), 39.625
1625582003.993, lauv-roald, SmartX, 14.525
1625582004.024, lauv-roald, Power Supply, 26.000
1625582004.159, lauv-roald, DVL, 14.678
1625582004.225, lauv-roald, Power Supply, 25.500
1625582004.357, lauv-roald, DVL, 14.688
1625582004.424, lauv-roald, Power Supply, 25.500
1625582004.493, lauv-roald, SmartX, 14.513
1625582004.554, lauv-roald, DVL, 14.696
1625582004.624, lauv-roald, Power Supply, 26.000
1625582004.702, lauv-roald, Oxygen Sensor, 14.492
1625582004.740, lauv-roald, Power Supply, 26.000
1625582004.748, lauv-roald, Power Supply, 26.000
1625582004.824, lauv-roald, Power Supply, 25.500
1625582004.952, lauv-roald, Mainboard (Core), 48.125
1625582004.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582004.952, lauv-roald, Mainboard (Board), 39.625
1625582004.954, lauv-roald, DVL, 14.700
1625582004.993, lauv-roald, SmartX, 14.511
1625582005.155, lauv-roald, DVL, 14.697
1625582005.324, lauv-roald, Power Supply, 25.500
1625582005.354, lauv-roald, DVL, 14.706
1625582005.493, lauv-roald, SmartX, 14.513
1625582005.524, lauv-roald, Power Supply, 26.000
1625582005.612, lauv-roald, Motor Controller (MCU), 29.000
1625582005.612, lauv-roald, Motor Controller (Bridge), 33.000
1625582005.612, lauv-roald, Motor, 38.000
1625582005.702, lauv-roald, Oxygen Sensor, 14.496
1625582005.724, lauv-roald, Power Supply, 26.000
1625582005.754, lauv-roald, DVL, 14.707
1625582005.772, lauv-roald, Power Supply, 26.000
1625582005.779, lauv-roald, Power Supply, 26.000
1625582005.926, lauv-roald, Power Supply, 25.500
1625582005.952, lauv-roald, Mainboard (Core), 47.625
1625582005.952, lauv-roald, Mainboard (SuperIO), 41.812
1625582005.952, lauv-roald, Mainboard (Board), 39.437
1625582005.955, lauv-roald, DVL, 14.706
1625582005.993, lauv-roald, SmartX, 14.491
1625582006.125, lauv-roald, Power Supply, 26.000
1625582006.156, lauv-roald, DVL, 14.707
1625582006.493, lauv-roald, SmartX, 14.504
1625582006.552, lauv-roald, DVL, 14.708
1625582006.626, lauv-roald, Power Supply, 26.000
1625582006.702, lauv-roald, Oxygen Sensor, 14.489
1625582006.757, lauv-roald, DVL, 14.711
1625582006.801, lauv-roald, Power Supply, 25.500
1625582006.831, lauv-roald, Power Supply, 25.500
1625582006.952, lauv-roald, Mainboard (Core), 47.625
1625582006.952, lauv-roald, Mainboard (SuperIO), 41.812
1625582006.952, lauv-roald, Mainboard (Board), 39.437
1625582006.953, lauv-roald, DVL, 14.708
1625582006.993, lauv-roald, SmartX, 14.502
1625582007.025, lauv-roald, Power Supply, 26.000
1625582007.226, lauv-roald, Power Supply, 25.500
1625582007.358, lauv-roald, DVL, 14.704
1625582007.426, lauv-roald, Power Supply, 26.000
1625582007.493, lauv-roald, SmartX, 14.503
1625582007.555, lauv-roald, DVL, 14.710
1625582007.702, lauv-roald, Oxygen Sensor, 14.491
1625582007.712, lauv-roald, Motor Controller (MCU), 29.000
1625582007.712, lauv-roald, Motor Controller (Bridge), 33.000
1625582007.712, lauv-roald, Motor, 38.000
1625582007.754, lauv-roald, DVL, 14.708
1625582007.831, lauv-roald, Power Supply, 26.000
1625582007.840, lauv-roald, Power Supply, 26.000
1625582007.927, lauv-roald, Power Supply, 26.000
1625582007.952, lauv-roald, Mainboard (Core), 48.062
1625582007.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582007.952, lauv-roald, Mainboard (Board), 39.812
1625582007.993, lauv-roald, SmartX, 14.519
1625582008.127, lauv-roald, Power Supply, 26.000
1625582008.153, lauv-roald, DVL, 14.700
1625582008.327, lauv-roald, Power Supply, 26.000
1625582008.358, lauv-roald, DVL, 14.708
1625582008.493, lauv-roald, SmartX, 14.531
1625582008.527, lauv-roald, Power Supply, 26.000
1625582008.554, lauv-roald, DVL, 14.707
1625582008.702, lauv-roald, Oxygen Sensor, 14.497
1625582008.726, lauv-roald, Power Supply, 26.000
1625582008.862, lauv-roald, Power Supply, 26.000
1625582008.871, lauv-roald, Power Supply, 26.000
1625582008.952, lauv-roald, Mainboard (Core), 48.062
1625582008.953, lauv-roald, Mainboard (SuperIO), 41.750
1625582008.953, lauv-roald, Mainboard (Board), 39.812
1625582008.953, lauv-roald, DVL, 14.710
1625582008.993, lauv-roald, SmartX, 14.542
1625582009.156, lauv-roald, DVL, 14.706
1625582009.227, lauv-roald, Power Supply, 26.000
1625582009.355, lauv-roald, DVL, 14.715
1625582009.427, lauv-roald, Power Supply, 25.500
1625582009.493, lauv-roald, SmartX, 14.535
1625582009.627, lauv-roald, Power Supply, 26.000
1625582009.702, lauv-roald, Oxygen Sensor, 14.517
1625582009.712, lauv-roald, Motor Controller (MCU), 29.000
1625582009.712, lauv-roald, Motor Controller (Bridge), 33.000
1625582009.712, lauv-roald, Motor, 38.000
1625582009.759, lauv-roald, DVL, 14.718
1625582009.827, lauv-roald, Power Supply, 26.000
1625582009.897, lauv-roald, Power Supply, 26.000
1625582009.906, lauv-roald, Power Supply, 26.000
1625582009.952, lauv-roald, Mainboard (Core), 48.062
1625582009.952, lauv-roald, Mainboard (SuperIO), 41.812
1625582009.952, lauv-roald, Mainboard (Board), 39.812
1625582009.956, lauv-roald, DVL, 14.724
1625582009.993, lauv-roald, SmartX, 14.532
1625582010.028, lauv-roald, Power Supply, 25.500
1625582010.156, lauv-roald, DVL, 14.723
1625582010.493, lauv-roald, SmartX, 14.526
1625582010.528, lauv-roald, Power Supply, 25.500
1625582010.559, lauv-roald, DVL, 14.723
1625582010.702, lauv-roald, Oxygen Sensor, 14.522
1625582010.729, lauv-roald, Power Supply, 26.000
1625582010.753, lauv-roald, DVL, 14.731
1625582010.929, lauv-roald, Power Supply, 26.000
1625582010.938, lauv-roald, Power Supply, 26.000
1625582010.952, lauv-roald, Mainboard (Core), 48.062
1625582010.952, lauv-roald, Mainboard (SuperIO), 41.812
1625582010.952, lauv-roald, Mainboard (Board), 39.375
1625582010.966, lauv-roald, DVL, 14.729
1625582010.993, lauv-roald, SmartX, 14.520
1625582011.129, lauv-roald, Power Supply, 26.000
1625582011.328, lauv-roald, Power Supply, 26.000
1625582011.355, lauv-roald, DVL, 14.728
1625582011.493, lauv-roald, SmartX, 14.525
1625582011.554, lauv-roald, DVL, 14.730
1625582011.702, lauv-roald, Oxygen Sensor, 14.516
1625582011.712, lauv-roald, Motor Controller (MCU), 29.000
1625582011.712, lauv-roald, Motor Controller (Bridge), 33.000
1625582011.712, lauv-roald, Motor, 38.000
1625582011.758, lauv-roald, DVL, 14.728
1625582011.828, lauv-roald, Power Supply, 26.000
1625582011.952, lauv-roald, Mainboard (Core), 48.062
1625582011.952, lauv-roald, Mainboard (SuperIO), 41.812
1625582011.952, lauv-roald, Mainboard (Board), 39.375
1625582011.978, lauv-roald, Power Supply, 25.500
1625582011.987, lauv-roald, Power Supply, 25.500
1625582011.993, lauv-roald, SmartX, 14.542
1625582012.030, lauv-roald, Power Supply, 26.000
1625582012.158, lauv-roald, DVL, 14.718
1625582012.231, lauv-roald, Power Supply, 25.500
1625582012.359, lauv-roald, DVL, 14.727
1625582012.430, lauv-roald, Power Supply, 26.000
1625582012.493, lauv-roald, SmartX, 14.548
1625582012.560, lauv-roald, DVL, 14.726
1625582012.629, lauv-roald, Power Supply, 26.000
1625582012.702, lauv-roald, Oxygen Sensor, 14.519
1625582012.953, lauv-roald, Mainboard (Core), 47.812
1625582012.953, lauv-roald, Mainboard (SuperIO), 41.687
1625582012.953, lauv-roald, Mainboard (Board), 39.625
1625582012.957, lauv-roald, DVL, 14.733
1625582012.993, lauv-roald, SmartX, 14.540
1625582013.013, lauv-roald, Power Supply, 26.000
1625582013.020, lauv-roald, Power Supply, 26.000
1625582013.131, lauv-roald, Power Supply, 25.500
1625582013.157, lauv-roald, DVL, 14.728
1625582013.329, lauv-roald, Power Supply, 25.500
1625582013.353, lauv-roald, DVL, 14.734
1625582013.493, lauv-roald, SmartX, 14.561
1625582013.531, lauv-roald, Power Supply, 26.000
1625582013.702, lauv-roald, Oxygen Sensor, 14.530
1625582013.712, lauv-roald, Motor Controller (MCU), 29.000
1625582013.712, lauv-roald, Motor Controller (Bridge), 33.000
1625582013.712, lauv-roald, Motor, 38.000
1625582013.731, lauv-roald, Power Supply, 26.000
1625582013.753, lauv-roald, DVL, 14.732
1625582013.931, lauv-roald, Power Supply, 26.000
1625582013.952, lauv-roald, Mainboard (Core), 47.812
1625582013.952, lauv-roald, Mainboard (SuperIO), 41.687
1625582013.952, lauv-roald, Mainboard (Board), 39.625
1625582013.956, lauv-roald, DVL, 14.738
1625582013.993, lauv-roald, SmartX, 14.548
1625582014.043, lauv-roald, Power Supply, 26.000
1625582014.050, lauv-roald, Power Supply, 26.000
1625582014.157, lauv-roald, DVL, 14.738
1625582014.432, lauv-roald, Power Supply, 26.000
1625582014.493, lauv-roald, SmartX, 14.554
1625582014.557, lauv-roald, DVL, 14.741
1625582014.632, lauv-roald, Power Supply, 26.000
1625582014.702, lauv-roald, Oxygen Sensor, 14.540
1625582014.754, lauv-roald, DVL, 14.744
1625582014.832, lauv-roald, Power Supply, 26.000
1625582014.952, lauv-roald, Mainboard (Core), 47.875
1625582014.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582014.952, lauv-roald, Mainboard (Board), 39.500
1625582014.957, lauv-roald, DVL, 14.747
1625582014.993, lauv-roald, SmartX, 14.555
1625582015.031, lauv-roald, Power Supply, 25.500
1625582015.073, lauv-roald, Power Supply, 26.000
1625582015.081, lauv-roald, Power Supply, 26.000
1625582015.233, lauv-roald, Power Supply, 26.000
1625582015.354, lauv-roald, DVL, 14.744
1625582015.492, lauv-roald, SmartX, 14.558
1625582015.555, lauv-roald, DVL, 14.752
1625582015.702, lauv-roald, Oxygen Sensor, 14.544
1625582015.712, lauv-roald, Motor Controller (MCU), 29.000
1625582015.712, lauv-roald, Motor Controller (Bridge), 33.000
1625582015.712, lauv-roald, Motor, 38.000
1625582015.732, lauv-roald, Power Supply, 25.500
1625582015.753, lauv-roald, DVL, 14.754
1625582015.933, lauv-roald, Power Supply, 25.500
1625582015.952, lauv-roald, Mainboard (Core), 47.875
1625582015.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582015.952, lauv-roald, Mainboard (Board), 39.500
1625582015.992, lauv-roald, SmartX, 14.550
1625582016.104, lauv-roald, Power Supply, 26.000
1625582016.134, lauv-roald, Power Supply, 25.500
1625582016.152, lauv-roald, DVL, 14.746
1625582016.333, lauv-roald, Power Supply, 25.500
1625582016.353, lauv-roald, DVL, 14.755
1625582016.493, lauv-roald, SmartX, 14.554
1625582016.533, lauv-roald, Power Supply, 26.000
1625582016.555, lauv-roald, DVL, 14.757
1625582016.702, lauv-roald, Oxygen Sensor, 14.546
1625582016.952, lauv-roald, Mainboard (Core), 48.000
1625582016.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582016.952, lauv-roald, Mainboard (Board), 39.562
1625582016.956, lauv-roald, DVL, 14.756
1625582016.993, lauv-roald, SmartX, 14.532
1625582017.033, lauv-roald, Power Supply, 26.000
1625582017.133, lauv-roald, Power Supply, 26.000
1625582017.140, lauv-roald, Power Supply, 26.000
1625582017.156, lauv-roald, DVL, 14.752
1625582017.234, lauv-roald, Power Supply, 25.500
1625582017.356, lauv-roald, DVL, 14.758
1625582017.435, lauv-roald, Power Supply, 25.500
1625582017.492, lauv-roald, SmartX, 14.537
1625582017.634, lauv-roald, Power Supply, 26.000
1625582017.702, lauv-roald, Oxygen Sensor, 14.544
1625582017.756, lauv-roald, DVL, 14.753
1625582017.812, lauv-roald, Motor Controller (MCU), 29.000
1625582017.812, lauv-roald, Motor Controller (Bridge), 33.000
1625582017.812, lauv-roald, Motor, 38.000
1625582017.834, lauv-roald, Power Supply, 25.500
1625582017.952, lauv-roald, Mainboard (Core), 48.000
1625582017.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582017.952, lauv-roald, Mainboard (Board), 39.562
1625582017.959, lauv-roald, DVL, 14.757
1625582017.992, lauv-roald, SmartX, 14.557
1625582018.160, lauv-roald, DVL, 14.750
1625582018.163, lauv-roald, Power Supply, 26.000
1625582018.171, lauv-roald, Power Supply, 26.000
1625582018.334, lauv-roald, Power Supply, 25.500
1625582018.492, lauv-roald, SmartX, 14.584
1625582018.534, lauv-roald, Power Supply, 26.000
1625582018.559, lauv-roald, DVL, 14.749
1625582018.702, lauv-roald, Oxygen Sensor, 14.538
1625582018.733, lauv-roald, Power Supply, 26.000
1625582018.756, lauv-roald, DVL, 14.748
1625582018.934, lauv-roald, Power Supply, 26.000
1625582018.952, lauv-roald, Mainboard (Core), 48.000
1625582018.952, lauv-roald, Mainboard (SuperIO), 41.687
1625582018.952, lauv-roald, Mainboard (Board), 39.625
1625582018.958, lauv-roald, DVL, 14.751
1625582018.992, lauv-roald, SmartX, 14.561
1625582019.135, lauv-roald, Power Supply, 25.500
1625582019.197, lauv-roald, Power Supply, 25.500
1625582019.204, lauv-roald, Power Supply, 25.500
1625582019.354, lauv-roald, DVL, 14.749
1625582019.492, lauv-roald, SmartX, 14.556
1625582019.555, lauv-roald, DVL, 14.755
1625582019.634, lauv-roald, Power Supply, 25.500
1625582019.702, lauv-roald, Oxygen Sensor, 14.558
1625582019.756, lauv-roald, DVL, 14.756
1625582019.834, lauv-roald, Power Supply, 26.000
1625582019.912, lauv-roald, Motor Controller (MCU), 29.000
1625582019.912, lauv-roald, Motor Controller (Bridge), 33.000
1625582019.912, lauv-roald, Motor, 38.000
1625582019.952, lauv-roald, Mainboard (Core), 48.000
1625582019.952, lauv-roald, Mainboard (SuperIO), 41.687
1625582019.952, lauv-roald, Mainboard (Board), 39.625
1625582019.992, lauv-roald, SmartX, 14.589
1625582020.035, lauv-roald, Power Supply, 26.000
1625582020.159, lauv-roald, DVL, 14.750
1625582020.234, lauv-roald, Power Supply, 26.000
1625582020.243, lauv-roald, Power Supply, 26.000
1625582020.358, lauv-roald, DVL, 14.759
1625582020.435, lauv-roald, Power Supply, 26.000
1625582020.492, lauv-roald, SmartX, 14.655
1625582020.558, lauv-roald, DVL, 14.754
1625582020.702, lauv-roald, Oxygen Sensor, 14.552
1625582020.935, lauv-roald, Power Supply, 26.000
1625582020.952, lauv-roald, Mainboard (Core), 47.687
1625582020.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582020.952, lauv-roald, Mainboard (Board), 39.687
1625582020.956, lauv-roald, DVL, 14.750
1625582020.992, lauv-roald, SmartX, 14.673
1625582021.135, lauv-roald, Power Supply, 25.500
1625582021.156, lauv-roald, DVL, 14.757
1625582021.258, lauv-roald, Power Supply, 26.000
1625582021.265, lauv-roald, Power Supply, 26.000
1625582021.335, lauv-roald, Power Supply, 25.500
1625582021.356, lauv-roald, DVL, 14.766
1625582021.492, lauv-roald, SmartX, 14.650
1625582021.535, lauv-roald, Power Supply, 25.500
1625582021.702, lauv-roald, Oxygen Sensor, 14.617
1625582021.735, lauv-roald, Power Supply, 25.500
1625582021.758, lauv-roald, DVL, 14.780
1625582021.952, lauv-roald, Mainboard (Core), 47.687
1625582021.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582021.952, lauv-roald, Mainboard (Board), 39.687
1625582021.959, lauv-roald, DVL, 14.788
1625582021.992, lauv-roald, SmartX, 14.658
1625582022.012, lauv-roald, Motor Controller (MCU), 29.000
1625582022.012, lauv-roald, Motor Controller (Bridge), 33.000
1625582022.012, lauv-roald, Motor, 37.000
1625582022.160, lauv-roald, DVL, 14.791
1625582022.236, lauv-roald, Power Supply, 25.500
1625582022.292, lauv-roald, Power Supply, 25.500
1625582022.299, lauv-roald, Power Supply, 25.500
1625582022.436, lauv-roald, Power Supply, 25.500
1625582022.492, lauv-roald, SmartX, 14.606
1625582022.557, lauv-roald, DVL, 14.802
1625582022.636, lauv-roald, Power Supply, 25.500
1625582022.702, lauv-roald, Oxygen Sensor, 14.637
1625582022.754, lauv-roald, DVL, 14.804
1625582022.837, lauv-roald, Power Supply, 26.000
1625582022.952, lauv-roald, Mainboard (Core), 47.937
1625582022.952, lauv-roald, Mainboard (SuperIO), 41.687
1625582022.952, lauv-roald, Mainboard (Board), 39.500
1625582022.956, lauv-roald, DVL, 14.813
1625582022.992, lauv-roald, SmartX, 14.585
1625582023.037, lauv-roald, Power Supply, 26.000
1625582023.319, lauv-roald, Power Supply, 26.000
1625582023.326, lauv-roald, Power Supply, 26.000
1625582023.358, lauv-roald, DVL, 14.808
1625582023.492, lauv-roald, SmartX, 14.597
1625582023.538, lauv-roald, Power Supply, 26.000
1625582023.555, lauv-roald, DVL, 14.807
1625582023.702, lauv-roald, Oxygen Sensor, 14.596
1625582023.737, lauv-roald, Power Supply, 26.000
1625582023.755, lauv-roald, DVL, 14.802
1625582023.938, lauv-roald, Power Supply, 26.000
1625582023.952, lauv-roald, Mainboard (Core), 47.937
1625582023.952, lauv-roald, Mainboard (SuperIO), 41.687
1625582023.952, lauv-roald, Mainboard (Board), 39.500
1625582023.992, lauv-roald, SmartX, 14.632
1625582024.012, lauv-roald, Motor Controller (MCU), 29.000
1625582024.012, lauv-roald, Motor Controller (Bridge), 33.000
1625582024.012, lauv-roald, Motor, 38.000
1625582024.137, lauv-roald, Power Supply, 26.000
1625582024.158, lauv-roald, DVL, 14.791
1625582024.338, lauv-roald, Power Supply, 25.500
1625582024.350, lauv-roald, Power Supply, 25.500
1625582024.357, lauv-roald, Power Supply, 25.500
1625582024.358, lauv-roald, DVL, 14.794
1625582024.492, lauv-roald, SmartX, 14.633
1625582024.560, lauv-roald, DVL, 14.792
1625582024.702, lauv-roald, Oxygen Sensor, 14.590
1625582024.838, lauv-roald, Power Supply, 26.000
1625582024.952, lauv-roald, Mainboard (Core), 47.812
1625582024.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582024.952, lauv-roald, Mainboard (Board), 39.500
1625582024.964, lauv-roald, DVL, 14.795
1625582024.992, lauv-roald, SmartX, 14.670
1625582025.037, lauv-roald, Power Supply, 25.500
1625582025.161, lauv-roald, DVL, 14.789
1625582025.238, lauv-roald, Power Supply, 25.500
1625582025.359, lauv-roald, DVL, 14.798
1625582025.391, lauv-roald, Power Supply, 25.500
1625582025.438, lauv-roald, Power Supply, 25.500
1625582025.492, lauv-roald, SmartX, 14.632
1625582025.638, lauv-roald, Power Supply, 25.500
1625582025.702, lauv-roald, Oxygen Sensor, 14.612
1625582025.753, lauv-roald, DVL, 14.794
1625582025.952, lauv-roald, Mainboard (Core), 47.812
1625582025.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582025.952, lauv-roald, Mainboard (Board), 39.500
1625582025.953, lauv-roald, DVL, 14.800
1625582025.992, lauv-roald, SmartX, 14.628
1625582026.012, lauv-roald, Motor Controller (MCU), 29.000
1625582026.012, lauv-roald, Motor Controller (Bridge), 33.000
1625582026.012, lauv-roald, Motor, 38.000
1625582026.139, lauv-roald, Power Supply, 26.000
1625582026.154, lauv-roald, DVL, 14.795
1625582026.339, lauv-roald, Power Supply, 25.500
1625582026.415, lauv-roald, Power Supply, 26.000
1625582026.422, lauv-roald, Power Supply, 26.000
1625582026.492, lauv-roald, SmartX, 14.600
1625582026.539, lauv-roald, Power Supply, 25.500
1625582026.553, lauv-roald, DVL, 14.806
1625582026.702, lauv-roald, Oxygen Sensor, 14.619
1625582026.738, lauv-roald, Power Supply, 26.000
1625582026.758, lauv-roald, DVL, 14.810
1625582026.938, lauv-roald, Power Supply, 26.000
1625582026.952, lauv-roald, Mainboard (Core), 48.062
1625582026.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582026.952, lauv-roald, Mainboard (Board), 39.750
1625582026.955, lauv-roald, DVL, 14.803
1625582026.992, lauv-roald, SmartX, 14.596
1625582027.361, lauv-roald, DVL, 14.805
1625582027.441, lauv-roald, Power Supply, 26.000
1625582027.451, lauv-roald, Power Supply, 26.000
1625582027.457, lauv-roald, Power Supply, 26.000
1625582027.492, lauv-roald, SmartX, 14.606
1625582027.560, lauv-roald, DVL, 14.803
1625582027.639, lauv-roald, Power Supply, 25.500
1625582027.702, lauv-roald, Oxygen Sensor, 14.595
1625582027.758, lauv-roald, DVL, 14.798
1625582027.840, lauv-roald, Power Supply, 25.500
1625582027.952, lauv-roald, Mainboard (Core), 48.062
1625582027.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582027.952, lauv-roald, Mainboard (Board), 39.750
1625582027.992, lauv-roald, SmartX, 14.618
1625582028.012, lauv-roald, Motor Controller (MCU), 29.000
1625582028.012, lauv-roald, Motor Controller (Bridge), 33.000
1625582028.012, lauv-roald, Motor, 38.000
1625582028.041, lauv-roald, Power Supply, 26.000
1625582028.159, lauv-roald, DVL, 14.789
1625582028.241, lauv-roald, Power Supply, 25.500
1625582028.361, lauv-roald, DVL, 14.798
1625582028.480, lauv-roald, Power Supply, 26.000
1625582028.490, lauv-roald, Power Supply, 26.000
1625582028.492, lauv-roald, SmartX, 14.624
1625582028.557, lauv-roald, DVL, 14.796
1625582028.702, lauv-roald, Oxygen Sensor, 14.592
1625582028.742, lauv-roald, Power Supply, 25.500
1625582028.942, lauv-roald, Power Supply, 25.500
1625582028.952, lauv-roald, Mainboard (Core), 47.812
1625582028.952, lauv-roald, Mainboard (SuperIO), 41.812
1625582028.952, lauv-roald, Mainboard (Board), 39.437
1625582028.956, lauv-roald, DVL, 14.793
1625582028.992, lauv-roald, SmartX, 14.639
1625582029.140, lauv-roald, Power Supply, 25.500
1625582029.156, lauv-roald, DVL, 14.798
1625582029.340, lauv-roald, Power Supply, 26.000
1625582029.358, lauv-roald, DVL, 14.800
1625582029.492, lauv-roald, SmartX, 14.678
1625582029.514, lauv-roald, Power Supply, 26.000
1625582029.543, lauv-roald, Power Supply, 26.000
1625582029.702, lauv-roald, Oxygen Sensor, 14.611
1625582029.753, lauv-roald, DVL, 14.801
1625582029.952, lauv-roald, Mainboard (Core), 47.812
1625582029.952, lauv-roald, Mainboard (SuperIO), 41.812
1625582029.952, lauv-roald, Mainboard (Board), 39.437
1625582029.962, lauv-roald, DVL, 14.802
1625582029.991, lauv-roald, SmartX, 14.694
1625582030.042, lauv-roald, Power Supply, 26.000
1625582030.112, lauv-roald, Motor Controller (MCU), 29.000
1625582030.112, lauv-roald, Motor Controller (Bridge), 33.000
1625582030.112, lauv-roald, Motor, 38.000
1625582030.155, lauv-roald, DVL, 14.806
1625582030.242, lauv-roald, Power Supply, 26.000
1625582030.442, lauv-roald, Power Supply, 26.000
1625582030.492, lauv-roald, SmartX, 14.702
1625582030.544, lauv-roald, Power Supply, 26.000
1625582030.554, lauv-roald, Power Supply, 26.000
1625582030.557, lauv-roald, DVL, 14.813
1625582030.642, lauv-roald, Power Supply, 25.500
1625582030.702, lauv-roald, Oxygen Sensor, 14.652
1625582030.759, lauv-roald, DVL, 14.820
1625582030.842, lauv-roald, Power Supply, 25.500
1625582030.952, lauv-roald, Mainboard (Core), 48.125
1625582030.952, lauv-roald, Mainboard (SuperIO), 41.687
1625582030.952, lauv-roald, Mainboard (Board), 39.437
1625582030.958, lauv-roald, DVL, 14.828
1625582030.992, lauv-roald, SmartX, 14.670
1625582031.341, lauv-roald, Power Supply, 26.000
1625582031.358, lauv-roald, DVL, 14.835
1625582031.491, lauv-roald, SmartX, 14.655
1625582031.543, lauv-roald, Power Supply, 25.500
1625582031.560, lauv-roald, DVL, 14.842
1625582031.594, lauv-roald, Power Supply, 26.000
1625582031.602, lauv-roald, Power Supply, 26.000
1625582031.702, lauv-roald, Oxygen Sensor, 14.677
1625582031.744, lauv-roald, Power Supply, 25.500
1625582031.757, lauv-roald, DVL, 14.841
1625582031.943, lauv-roald, Power Supply, 25.500
1625582031.952, lauv-roald, Mainboard (Core), 48.125
1625582031.952, lauv-roald, Mainboard (SuperIO), 41.687
1625582031.952, lauv-roald, Mainboard (Board), 39.437
1625582031.991, lauv-roald, SmartX, 14.657
1625582032.143, lauv-roald, Power Supply, 26.000
1625582032.157, lauv-roald, DVL, 14.836
1625582032.212, lauv-roald, Motor Controller (MCU), 29.000
1625582032.212, lauv-roald, Motor Controller (Bridge), 33.000
1625582032.212, lauv-roald, Motor, 38.000
1625582032.359, lauv-roald, DVL, 14.844
1625582032.491, lauv-roald, SmartX, 14.690
1625582032.559, lauv-roald, DVL, 14.843
1625582032.620, lauv-roald, Power Supply, 26.000
1625582032.650, lauv-roald, Power Supply, 26.000
1625582032.702, lauv-roald, Oxygen Sensor, 14.640
1625582032.844, lauv-roald, Power Supply, 26.000
1625582032.952, lauv-roald, Mainboard (Core), 48.125
1625582032.952, lauv-roald, Mainboard (SuperIO), 41.687
1625582032.952, lauv-roald, Mainboard (Board), 39.500
1625582032.957, lauv-roald, DVL, 14.836
1625582032.991, lauv-roald, SmartX, 14.666
1625582033.044, lauv-roald, Power Supply, 26.000
1625582033.156, lauv-roald, DVL, 14.833
1625582033.245, lauv-roald, Power Supply, 25.500
1625582033.354, lauv-roald, DVL, 14.840
1625582033.443, lauv-roald, Power Supply, 26.000
1625582033.491, lauv-roald, SmartX, 14.706
1625582033.652, lauv-roald, Power Supply, 26.000
1625582033.658, lauv-roald, Power Supply, 26.000
1625582033.702, lauv-roald, Oxygen Sensor, 14.659
1625582033.754, lauv-roald, DVL, 14.839
1625582033.944, lauv-roald, Power Supply, 26.000
1625582033.952, lauv-roald, Mainboard (Core), 48.125
1625582033.952, lauv-roald, Mainboard (SuperIO), 41.687
1625582033.952, lauv-roald, Mainboard (Board), 39.500
1625582033.953, lauv-roald, DVL, 14.843
1625582033.991, lauv-roald, SmartX, 14.717
1625582034.145, lauv-roald, Power Supply, 25.500
1625582034.159, lauv-roald, DVL, 14.840
1625582034.312, lauv-roald, Motor Controller (MCU), 29.000
1625582034.312, lauv-roald, Motor Controller (Bridge), 33.000
1625582034.312, lauv-roald, Motor, 38.000
1625582034.345, lauv-roald, Power Supply, 25.500
1625582034.491, lauv-roald, SmartX, 14.678
1625582034.545, lauv-roald, Power Supply, 25.500
1625582034.558, lauv-roald, DVL, 14.841
1625582034.680, lauv-roald, Power Supply, 25.500
1625582034.689, lauv-roald, Power Supply, 25.500
1625582034.702, lauv-roald, Oxygen Sensor, 14.676
1625582034.746, lauv-roald, Power Supply, 25.500
1625582034.760, lauv-roald, DVL, 14.851
1625582034.952, lauv-roald, Mainboard (Core), 48.125
1625582034.952, lauv-roald, Mainboard (SuperIO), 41.875
1625582034.952, lauv-roald, Mainboard (Board), 39.562
1625582034.953, lauv-roald, DVL, 14.850
1625582034.991, lauv-roald, SmartX, 14.699
1625582035.244, lauv-roald, Power Supply, 25.500
1625582035.356, lauv-roald, DVL, 14.855
