timestamp, system, entity , value (m)
1625581773.353, lauv-roald, DVL, 2.366
1625581773.509, lauv-roald, SmartX, 2.626
1625581773.757, lauv-roald, DVL, 2.372
1625581773.960, lauv-roald, DVL, 2.377
1625581774.009, lauv-roald, SmartX, 2.646
1625581774.158, lauv-roald, DVL, 2.379
1625581774.509, lauv-roald, SmartX, 2.656
1625581774.560, lauv-roald, DVL, 2.379
1625581774.757, lauv-roald, DVL, 2.386
1625581774.955, lauv-roald, DVL, 2.382
1625581775.009, lauv-roald, SmartX, 2.646
1625581775.362, lauv-roald, DVL, 2.386
1625581775.509, lauv-roald, SmartX, 2.656
1625581775.556, lauv-roald, DVL, 2.391
1625581775.752, lauv-roald, DVL, 2.392
1625581776.009, lauv-roald, SmartX, 2.656
1625581776.155, lauv-roald, DVL, 2.394
1625581776.359, lauv-roald, DVL, 2.395
1625581776.509, lauv-roald, SmartX, 2.656
1625581776.558, lauv-roald, DVL, 2.394
1625581776.956, lauv-roald, DVL, 2.395
1625581777.009, lauv-roald, SmartX, 2.646
1625581777.154, lauv-roald, DVL, 2.383
1625581777.350, lauv-roald, DVL, 2.399
1625581777.509, lauv-roald, SmartX, 2.656
1625581777.759, lauv-roald, DVL, 2.388
1625581777.956, lauv-roald, DVL, 2.386
1625581778.009, lauv-roald, SmartX, 2.636
1625581778.161, lauv-roald, DVL, 2.380
1625581778.509, lauv-roald, SmartX, 2.636
1625581778.557, lauv-roald, DVL, 2.379
1625581778.757, lauv-roald, DVL, 2.374
1625581778.956, lauv-roald, DVL, 2.380
1625581779.009, lauv-roald, SmartX, 2.636
1625581779.353, lauv-roald, DVL, 2.375
1625581779.509, lauv-roald, SmartX, 2.626
1625581779.556, lauv-roald, DVL, 2.375
1625581779.759, lauv-roald, DVL, 2.374
1625581780.009, lauv-roald, SmartX, 2.636
1625581780.160, lauv-roald, DVL, 2.369
1625581780.358, lauv-roald, DVL, 2.378
1625581780.508, lauv-roald, SmartX, 2.636
1625581780.563, lauv-roald, DVL, 2.375
1625581780.956, lauv-roald, DVL, 2.374
1625581781.008, lauv-roald, SmartX, 2.636
1625581781.153, lauv-roald, DVL, 2.380
1625581781.351, lauv-roald, DVL, 2.375
1625581781.508, lauv-roald, SmartX, 2.636
1625581781.752, lauv-roald, DVL, 2.373
1625581781.953, lauv-roald, DVL, 2.372
1625581782.008, lauv-roald, SmartX, 2.646
1625581782.152, lauv-roald, DVL, 2.378
1625581782.508, lauv-roald, SmartX, 2.636
1625581782.558, lauv-roald, DVL, 2.383
1625581782.760, lauv-roald, DVL, 2.383
1625581782.955, lauv-roald, DVL, 2.385
1625581783.008, lauv-roald, SmartX, 2.636
1625581783.352, lauv-roald, DVL, 2.390
1625581783.508, lauv-roald, SmartX, 2.656
1625581783.555, lauv-roald, DVL, 2.384
1625581783.750, lauv-roald, DVL, 2.395
1625581784.008, lauv-roald, SmartX, 2.646
1625581784.152, lauv-roald, DVL, 2.397
1625581784.355, lauv-roald, DVL, 2.395
1625581784.508, lauv-roald, SmartX, 2.656
1625581784.553, lauv-roald, DVL, 2.401
1625581784.958, lauv-roald, DVL, 2.396
1625581785.008, lauv-roald, SmartX, 2.646
1625581785.153, lauv-roald, DVL, 2.399
1625581785.354, lauv-roald, DVL, 2.395
1625581785.508, lauv-roald, SmartX, 2.656
1625581785.753, lauv-roald, DVL, 2.392
1625581785.953, lauv-roald, DVL, 2.394
1625581786.008, lauv-roald, SmartX, 2.646
1625581786.151, lauv-roald, DVL, 2.390
1625581786.508, lauv-roald, SmartX, 2.636
1625581786.554, lauv-roald, DVL, 2.385
1625581786.761, lauv-roald, DVL, 2.378
1625581786.960, lauv-roald, DVL, 2.386
1625581787.008, lauv-roald, SmartX, 2.646
1625581787.355, lauv-roald, DVL, 2.379
1625581787.508, lauv-roald, SmartX, 2.636
1625581787.552, lauv-roald, DVL, 2.375
1625581787.758, lauv-roald, DVL, 2.382
1625581788.008, lauv-roald, SmartX, 2.646
1625581788.152, lauv-roald, DVL, 2.379
1625581788.352, lauv-roald, DVL, 2.379
1625581788.508, lauv-roald, SmartX, 2.656
1625581788.555, lauv-roald, DVL, 2.385
1625581788.954, lauv-roald, DVL, 2.374
1625581789.009, lauv-roald, SmartX, 2.636
1625581789.156, lauv-roald, DVL, 2.379
1625581789.354, lauv-roald, DVL, 2.379
1625581789.508, lauv-roald, SmartX, 2.646
1625581789.754, lauv-roald, DVL, 2.384
1625581789.959, lauv-roald, DVL, 2.390
1625581790.008, lauv-roald, SmartX, 2.646
1625581790.154, lauv-roald, DVL, 2.385
1625581790.508, lauv-roald, SmartX, 2.656
1625581790.550, lauv-roald, DVL, 2.380
1625581790.752, lauv-roald, DVL, 2.393
1625581790.954, lauv-roald, DVL, 2.392
1625581791.008, lauv-roald, SmartX, 2.656
1625581791.357, lauv-roald, DVL, 2.400
1625581791.508, lauv-roald, SmartX, 2.656
1625581791.558, lauv-roald, DVL, 2.397
1625581791.758, lauv-roald, DVL, 2.396
1625581792.008, lauv-roald, SmartX, 2.666
1625581792.159, lauv-roald, DVL, 2.406
1625581792.355, lauv-roald, DVL, 2.401
1625581792.508, lauv-roald, SmartX, 2.666
1625581792.555, lauv-roald, DVL, 2.402
1625581792.955, lauv-roald, DVL, 2.397
1625581793.008, lauv-roald, SmartX, 2.656
1625581793.157, lauv-roald, DVL, 2.404
1625581793.355, lauv-roald, DVL, 2.403
1625581793.508, lauv-roald, SmartX, 2.646
1625581793.755, lauv-roald, DVL, 2.403
1625581793.956, lauv-roald, DVL, 2.396
1625581794.008, lauv-roald, SmartX, 2.646
1625581794.157, lauv-roald, DVL, 2.394
1625581794.508, lauv-roald, SmartX, 2.636
1625581794.552, lauv-roald, DVL, 2.390
1625581794.759, lauv-roald, DVL, 2.384
1625581794.961, lauv-roald, DVL, 2.382
1625581795.007, lauv-roald, SmartX, 2.626
1625581795.358, lauv-roald, DVL, 2.374
1625581795.508, lauv-roald, SmartX, 2.626
1625581795.572, lauv-roald, DVL, 2.370
1625581795.759, lauv-roald, DVL, 2.377
1625581796.008, lauv-roald, SmartX, 2.636
1625581796.159, lauv-roald, DVL, 2.371
1625581796.353, lauv-roald, DVL, 2.366
1625581796.507, lauv-roald, SmartX, 2.636
1625581796.553, lauv-roald, DVL, 2.373
1625581796.950, lauv-roald, DVL, 2.383
1625581797.007, lauv-roald, SmartX, 2.656
1625581797.150, lauv-roald, DVL, 2.377
1625581797.353, lauv-roald, DVL, 2.379
1625581797.507, lauv-roald, SmartX, 2.636
1625581797.752, lauv-roald, DVL, 2.383
1625581797.953, lauv-roald, DVL, 2.384
1625581798.007, lauv-roald, SmartX, 2.656
1625581798.154, lauv-roald, DVL, 2.383
1625581798.507, lauv-roald, SmartX, 2.646
1625581798.551, lauv-roald, DVL, 2.390
1625581798.753, lauv-roald, DVL, 2.395
1625581798.952, lauv-roald, DVL, 2.391
1625581799.007, lauv-roald, SmartX, 2.646
1625581799.352, lauv-roald, DVL, 2.387
1625581799.507, lauv-roald, SmartX, 2.646
1625581799.551, lauv-roald, DVL, 2.386
1625581799.753, lauv-roald, DVL, 2.394
1625581800.007, lauv-roald, SmartX, 2.656
1625581800.155, lauv-roald, DVL, 2.392
1625581800.354, lauv-roald, DVL, 2.384
1625581800.507, lauv-roald, SmartX, 2.646
1625581800.556, lauv-roald, DVL, 2.389
1625581800.956, lauv-roald, DVL, 2.399
1625581801.007, lauv-roald, SmartX, 2.666
1625581801.156, lauv-roald, DVL, 2.393
1625581801.356, lauv-roald, DVL, 2.405
1625581801.507, lauv-roald, SmartX, 2.656
1625581801.759, lauv-roald, DVL, 2.390
1625581801.955, lauv-roald, DVL, 2.391
1625581802.007, lauv-roald, SmartX, 2.676
1625581802.161, lauv-roald, DVL, 2.393
1625581802.507, lauv-roald, SmartX, 2.656
1625581802.551, lauv-roald, DVL, 2.395
1625581802.752, lauv-roald, DVL, 2.396
1625581802.951, lauv-roald, DVL, 2.396
1625581803.007, lauv-roald, SmartX, 2.656
1625581803.352, lauv-roald, DVL, 2.386
1625581803.507, lauv-roald, SmartX, 2.646
1625581803.555, lauv-roald, DVL, 2.390
1625581803.751, lauv-roald, DVL, 2.392
1625581804.007, lauv-roald, SmartX, 2.656
1625581804.153, lauv-roald, DVL, 2.393
1625581804.353, lauv-roald, DVL, 2.388
1625581804.507, lauv-roald, SmartX, 2.636
1625581804.560, lauv-roald, DVL, 2.385
1625581804.953, lauv-roald, DVL, 2.390
1625581805.007, lauv-roald, SmartX, 2.656
1625581805.157, lauv-roald, DVL, 2.389
1625581805.353, lauv-roald, DVL, 2.383
1625581805.507, lauv-roald, SmartX, 2.656
1625581805.752, lauv-roald, DVL, 2.394
1625581805.956, lauv-roald, DVL, 2.395
1625581806.007, lauv-roald, SmartX, 2.656
1625581806.150, lauv-roald, DVL, 2.389
1625581806.507, lauv-roald, SmartX, 2.656
1625581806.557, lauv-roald, DVL, 2.392
1625581806.756, lauv-roald, DVL, 2.398
1625581806.952, lauv-roald, DVL, 2.396
1625581807.008, lauv-roald, SmartX, 2.656
1625581807.353, lauv-roald, DVL, 2.398
1625581807.507, lauv-roald, SmartX, 2.656
1625581807.552, lauv-roald, DVL, 2.395
1625581807.753, lauv-roald, DVL, 2.402
1625581808.007, lauv-roald, SmartX, 2.666
1625581808.152, lauv-roald, DVL, 2.397
1625581808.356, lauv-roald, DVL, 2.398
1625581808.507, lauv-roald, SmartX, 2.656
1625581808.552, lauv-roald, DVL, 2.406
1625581808.956, lauv-roald, DVL, 2.405
1625581809.007, lauv-roald, SmartX, 2.666
1625581809.153, lauv-roald, DVL, 2.404
1625581809.352, lauv-roald, DVL, 2.404
1625581809.507, lauv-roald, SmartX, 2.656
1625581809.752, lauv-roald, DVL, 2.398
1625581809.961, lauv-roald, DVL, 2.399
1625581810.007, lauv-roald, SmartX, 2.656
1625581810.154, lauv-roald, DVL, 2.396
1625581810.507, lauv-roald, SmartX, 2.636
1625581810.553, lauv-roald, DVL, 2.390
1625581810.755, lauv-roald, DVL, 2.397
1625581810.951, lauv-roald, DVL, 2.392
1625581811.007, lauv-roald, SmartX, 2.646
1625581811.353, lauv-roald, DVL, 2.388
1625581811.507, lauv-roald, SmartX, 2.646
1625581811.560, lauv-roald, DVL, 2.382
1625581811.753, lauv-roald, DVL, 2.393
1625581812.007, lauv-roald, SmartX, 2.636
1625581812.160, lauv-roald, DVL, 2.386
1625581812.352, lauv-roald, DVL, 2.386
1625581812.507, lauv-roald, SmartX, 2.646
1625581812.556, lauv-roald, DVL, 2.386
1625581812.952, lauv-roald, DVL, 2.392
1625581813.006, lauv-roald, SmartX, 2.646
1625581813.152, lauv-roald, DVL, 2.390
1625581813.355, lauv-roald, DVL, 2.395
1625581813.506, lauv-roald, SmartX, 2.656
1625581813.752, lauv-roald, DVL, 2.392
1625581813.953, lauv-roald, DVL, 2.389
1625581814.006, lauv-roald, SmartX, 2.656
1625581814.159, lauv-roald, DVL, 2.396
1625581814.506, lauv-roald, SmartX, 2.656
1625581814.551, lauv-roald, DVL, 2.402
1625581814.755, lauv-roald, DVL, 2.400
1625581814.953, lauv-roald, DVL, 2.394
1625581815.006, lauv-roald, SmartX, 2.656
1625581815.354, lauv-roald, DVL, 2.397
1625581815.506, lauv-roald, SmartX, 2.646
1625581815.555, lauv-roald, DVL, 2.402
1625581815.753, lauv-roald, DVL, 2.403
1625581816.006, lauv-roald, SmartX, 2.656
1625581816.161, lauv-roald, DVL, 2.399
1625581816.357, lauv-roald, DVL, 2.399
1625581816.506, lauv-roald, SmartX, 2.646
1625581816.556, lauv-roald, DVL, 2.403
1625581816.954, lauv-roald, DVL, 2.396
1625581817.006, lauv-roald, SmartX, 2.646
1625581817.150, lauv-roald, DVL, 2.384
1625581817.360, lauv-roald, DVL, 2.397
1625581817.506, lauv-roald, SmartX, 2.636
1625581817.761, lauv-roald, DVL, 2.390
1625581817.959, lauv-roald, DVL, 2.386
1625581818.006, lauv-roald, SmartX, 2.656
1625581818.161, lauv-roald, DVL, 2.387
1625581818.506, lauv-roald, SmartX, 2.636
1625581818.553, lauv-roald, DVL, 2.389
1625581818.754, lauv-roald, DVL, 2.389
1625581818.952, lauv-roald, DVL, 2.385
1625581819.006, lauv-roald, SmartX, 2.646
1625581819.354, lauv-roald, DVL, 2.387
1625581819.506, lauv-roald, SmartX, 2.636
1625581819.554, lauv-roald, DVL, 2.385
1625581819.754, lauv-roald, DVL, 2.379
1625581820.006, lauv-roald, SmartX, 2.646
1625581820.152, lauv-roald, DVL, 2.378
1625581820.349, lauv-roald, DVL, 2.379
1625581820.506, lauv-roald, SmartX, 2.646
1625581820.553, lauv-roald, DVL, 2.381
1625581820.953, lauv-roald, DVL, 2.386
1625581821.006, lauv-roald, SmartX, 2.646
1625581821.162, lauv-roald, DVL, 2.391
1625581821.353, lauv-roald, DVL, 2.392
1625581821.506, lauv-roald, SmartX, 2.656
1625581821.754, lauv-roald, DVL, 2.396
1625581821.954, lauv-roald, DVL, 2.389
1625581822.006, lauv-roald, SmartX, 2.656
1625581822.153, lauv-roald, DVL, 2.396
1625581822.506, lauv-roald, SmartX, 2.656
1625581822.554, lauv-roald, DVL, 2.402
1625581822.753, lauv-roald, DVL, 2.403
1625581822.957, lauv-roald, DVL, 2.397
1625581823.006, lauv-roald, SmartX, 2.656
1625581823.358, lauv-roald, DVL, 2.402
1625581823.506, lauv-roald, SmartX, 2.656
1625581823.563, lauv-roald, DVL, 2.408
1625581823.754, lauv-roald, DVL, 2.396
1625581824.006, lauv-roald, SmartX, 2.636
1625581824.159, lauv-roald, DVL, 2.403
1625581824.350, lauv-roald, DVL, 2.398
1625581824.506, lauv-roald, SmartX, 2.636
1625581824.557, lauv-roald, DVL, 2.390
1625581824.951, lauv-roald, DVL, 2.383
1625581825.006, lauv-roald, SmartX, 2.626
1625581825.155, lauv-roald, DVL, 2.384
1625581825.359, lauv-roald, DVL, 2.378
1625581825.506, lauv-roald, SmartX, 2.636
1625581825.754, lauv-roald, DVL, 2.382
1625581825.951, lauv-roald, DVL, 2.377
1625581826.007, lauv-roald, SmartX, 2.626
1625581826.161, lauv-roald, DVL, 2.380
1625581826.505, lauv-roald, SmartX, 2.636
1625581826.557, lauv-roald, DVL, 2.373
1625581826.759, lauv-roald, DVL, 2.381
1625581826.959, lauv-roald, DVL, 2.369
1625581827.006, lauv-roald, SmartX, 2.626
1625581827.359, lauv-roald, DVL, 2.372
1625581827.505, lauv-roald, SmartX, 2.626
1625581827.557, lauv-roald, DVL, 2.372
1625581827.761, lauv-roald, DVL, 2.367
1625581828.005, lauv-roald, SmartX, 2.626
1625581828.156, lauv-roald, DVL, 2.374
1625581828.354, lauv-roald, DVL, 2.373
1625581828.506, lauv-roald, SmartX, 2.616
1625581828.553, lauv-roald, DVL, 2.369
1625581828.960, lauv-roald, DVL, 2.371
1625581829.005, lauv-roald, SmartX, 2.616
1625581829.152, lauv-roald, DVL, 2.371
1625581829.352, lauv-roald, DVL, 2.371
1625581829.505, lauv-roald, SmartX, 2.616
1625581829.753, lauv-roald, DVL, 2.374
1625581829.955, lauv-roald, DVL, 2.380
1625581830.005, lauv-roald, SmartX, 2.626
1625581830.152, lauv-roald, DVL, 2.381
1625581830.505, lauv-roald, SmartX, 2.636
1625581830.556, lauv-roald, DVL, 2.391
1625581830.755, lauv-roald, DVL, 2.390
1625581830.953, lauv-roald, DVL, 2.390
1625581831.005, lauv-roald, SmartX, 2.646
1625581831.359, lauv-roald, DVL, 2.388
1625581831.505, lauv-roald, SmartX, 2.646
1625581831.559, lauv-roald, DVL, 2.392
1625581831.755, lauv-roald, DVL, 2.382
1625581832.005, lauv-roald, SmartX, 2.646
1625581832.157, lauv-roald, DVL, 2.389
1625581832.353, lauv-roald, DVL, 2.394
1625581832.505, lauv-roald, SmartX, 2.646
1625581832.554, lauv-roald, DVL, 2.390
1625581832.956, lauv-roald, DVL, 2.390
1625581833.005, lauv-roald, SmartX, 2.636
1625581833.160, lauv-roald, DVL, 2.386
1625581833.358, lauv-roald, DVL, 2.376
1625581833.505, lauv-roald, SmartX, 2.626
1625581833.758, lauv-roald, DVL, 2.380
1625581833.960, lauv-roald, DVL, 2.377
1625581834.005, lauv-roald, SmartX, 2.626
1625581834.157, lauv-roald, DVL, 2.388
1625581834.505, lauv-roald, SmartX, 2.646
1625581834.553, lauv-roald, DVL, 2.384
1625581834.754, lauv-roald, DVL, 2.373
1625581834.957, lauv-roald, DVL, 2.383
1625581835.005, lauv-roald, SmartX, 2.636
1625581835.355, lauv-roald, DVL, 2.382
1625581835.505, lauv-roald, SmartX, 2.636
1625581835.560, lauv-roald, DVL, 2.379
1625581835.750, lauv-roald, DVL, 2.380
1625581836.005, lauv-roald, SmartX, 2.626
1625581836.153, lauv-roald, DVL, 2.376
1625581836.354, lauv-roald, DVL, 2.384
1625581836.505, lauv-roald, SmartX, 2.626
1625581836.555, lauv-roald, DVL, 2.373
1625581836.955, lauv-roald, DVL, 2.384
1625581837.005, lauv-roald, SmartX, 2.646
1625581837.159, lauv-roald, DVL, 2.385
1625581837.356, lauv-roald, DVL, 2.385
1625581837.505, lauv-roald, SmartX, 2.636
1625581837.752, lauv-roald, DVL, 2.387
1625581837.953, lauv-roald, DVL, 2.390
1625581838.005, lauv-roald, SmartX, 2.636
1625581838.157, lauv-roald, DVL, 2.387
1625581838.505, lauv-roald, SmartX, 2.656
1625581838.552, lauv-roald, DVL, 2.395
1625581838.752, lauv-roald, DVL, 2.388
1625581838.952, lauv-roald, DVL, 2.391
1625581839.005, lauv-roald, SmartX, 2.646
1625581839.358, lauv-roald, DVL, 2.395
1625581839.505, lauv-roald, SmartX, 2.656
1625581839.554, lauv-roald, DVL, 2.390
1625581839.754, lauv-roald, DVL, 2.402
1625581840.005, lauv-roald, SmartX, 2.656
1625581840.152, lauv-roald, DVL, 2.408
1625581840.355, lauv-roald, DVL, 2.416
1625581840.505, lauv-roald, SmartX, 2.676
1625581840.554, lauv-roald, DVL, 2.411
1625581840.960, lauv-roald, DVL, 2.419
1625581841.005, lauv-roald, SmartX, 2.666
1625581841.154, lauv-roald, DVL, 2.413
1625581841.362, lauv-roald, DVL, 2.415
1625581841.505, lauv-roald, SmartX, 2.666
1625581841.759, lauv-roald, DVL, 2.411
1625581841.956, lauv-roald, DVL, 2.417
1625581842.005, lauv-roald, SmartX, 2.656
1625581842.152, lauv-roald, DVL, 2.420
1625581842.504, lauv-roald, SmartX, 2.656
1625581842.552, lauv-roald, DVL, 2.410
1625581842.753, lauv-roald, DVL, 2.417
1625581842.954, lauv-roald, DVL, 2.413
1625581843.004, lauv-roald, SmartX, 2.656
1625581843.352, lauv-roald, DVL, 2.418
1625581843.504, lauv-roald, SmartX, 2.666
1625581843.556, lauv-roald, DVL, 2.410
1625581843.757, lauv-roald, DVL, 2.410
1625581844.004, lauv-roald, SmartX, 2.656
1625581844.157, lauv-roald, DVL, 2.406
1625581844.349, lauv-roald, DVL, 2.412
1625581844.504, lauv-roald, SmartX, 2.646
1625581844.554, lauv-roald, DVL, 2.413
1625581844.954, lauv-roald, DVL, 2.406
1625581845.004, lauv-roald, SmartX, 2.646
1625581845.157, lauv-roald, DVL, 2.414
1625581845.353, lauv-roald, DVL, 2.413
1625581845.504, lauv-roald, SmartX, 2.656
1625581845.755, lauv-roald, DVL, 2.410
1625581845.955, lauv-roald, DVL, 2.414
1625581846.004, lauv-roald, SmartX, 2.666
1625581846.152, lauv-roald, DVL, 2.412
1625581846.504, lauv-roald, SmartX, 2.666
1625581846.550, lauv-roald, DVL, 2.423
1625581846.753, lauv-roald, DVL, 2.416
1625581846.954, lauv-roald, DVL, 2.415
1625581847.004, lauv-roald, SmartX, 2.676
1625581847.354, lauv-roald, DVL, 2.412
1625581847.504, lauv-roald, SmartX, 2.656
1625581847.552, lauv-roald, DVL, 2.418
1625581847.757, lauv-roald, DVL, 2.411
1625581848.004, lauv-roald, SmartX, 2.666
1625581848.152, lauv-roald, DVL, 2.421
1625581848.355, lauv-roald, DVL, 2.424
1625581848.504, lauv-roald, SmartX, 2.666
1625581848.555, lauv-roald, DVL, 2.419
1625581848.955, lauv-roald, DVL, 2.416
1625581849.004, lauv-roald, SmartX, 2.676
1625581849.157, lauv-roald, DVL, 2.424
1625581849.356, lauv-roald, DVL, 2.423
1625581849.504, lauv-roald, SmartX, 2.656
1625581849.751, lauv-roald, DVL, 2.418
1625581849.953, lauv-roald, DVL, 2.408
1625581850.004, lauv-roald, SmartX, 2.656
1625581850.155, lauv-roald, DVL, 2.409
1625581850.504, lauv-roald, SmartX, 2.666
1625581850.559, lauv-roald, DVL, 2.407
1625581850.759, lauv-roald, DVL, 2.418
1625581850.955, lauv-roald, DVL, 2.407
1625581851.004, lauv-roald, SmartX, 2.656
1625581851.352, lauv-roald, DVL, 2.408
1625581851.504, lauv-roald, SmartX, 2.656
1625581851.554, lauv-roald, DVL, 2.405
1625581851.754, lauv-roald, DVL, 2.402
1625581852.004, lauv-roald, SmartX, 2.646
1625581852.158, lauv-roald, DVL, 2.402
1625581852.354, lauv-roald, DVL, 2.390
1625581852.504, lauv-roald, SmartX, 2.636
1625581852.559, lauv-roald, DVL, 2.391
1625581852.957, lauv-roald, DVL, 2.382
1625581853.004, lauv-roald, SmartX, 2.636
1625581853.157, lauv-roald, DVL, 2.381
1625581853.358, lauv-roald, DVL, 2.368
1625581853.504, lauv-roald, SmartX, 2.606
1625581853.752, lauv-roald, DVL, 2.365
1625581853.950, lauv-roald, DVL, 2.364
1625581854.004, lauv-roald, SmartX, 2.606
1625581854.157, lauv-roald, DVL, 2.365
1625581854.504, lauv-roald, SmartX, 2.597
1625581854.554, lauv-roald, DVL, 2.352
1625581854.758, lauv-roald, DVL, 2.358
1625581854.953, lauv-roald, DVL, 2.351
1625581855.004, lauv-roald, SmartX, 2.606
1625581855.354, lauv-roald, DVL, 2.347
1625581855.503, lauv-roald, SmartX, 2.616
1625581855.553, lauv-roald, DVL, 2.351
1625581855.753, lauv-roald, DVL, 2.346
1625581856.004, lauv-roald, SmartX, 2.616
1625581856.158, lauv-roald, DVL, 2.358
1625581856.355, lauv-roald, DVL, 2.354
1625581856.504, lauv-roald, SmartX, 2.606
1625581856.556, lauv-roald, DVL, 2.352
1625581856.951, lauv-roald, DVL, 2.365
1625581857.004, lauv-roald, SmartX, 2.626
1625581857.155, lauv-roald, DVL, 2.371
1625581857.356, lauv-roald, DVL, 2.365
1625581857.504, lauv-roald, SmartX, 2.636
1625581857.754, lauv-roald, DVL, 2.373
1625581857.953, lauv-roald, DVL, 2.381
1625581858.004, lauv-roald, SmartX, 2.646
1625581858.153, lauv-roald, DVL, 2.379
1625581858.504, lauv-roald, SmartX, 2.636
1625581858.553, lauv-roald, DVL, 2.385
1625581858.755, lauv-roald, DVL, 2.398
1625581858.953, lauv-roald, DVL, 2.388
1625581859.007, lauv-roald, SmartX, 2.646
1625581859.352, lauv-roald, DVL, 2.400
1625581859.503, lauv-roald, SmartX, 2.656
1625581859.553, lauv-roald, DVL, 2.394
1625581859.751, lauv-roald, DVL, 2.398
