lat,lon,depth,mean_sinmod,mean_prior,mean_posterior,excursion_prob,prediction_error
63.446905,10.419426,1.0,9.1142578125,25.84557553137736,38.42381204039728,1.9580359327652166e-37,0.9048184090673721
63.4472291517419,10.419844657572533,1.0,9.043302747938368,25.84353447315897,33.430173791524055,2.480509397743991e-24,0.7328577648458894
63.44755330348381,10.42026332462451,1.0,9.829132080078125,25.86613925023195,30.08334267503798,0.0016008727939821601,0.8406991979014417
63.44787745522571,10.420682001156298,1.0,12.471173604329428,25.94213890719389,28.245099077789614,0.41543738452960366,1.0712498436226119
63.448201606967615,10.421100687168254,1.0,14.880884806315104,26.01145546525978,28.173376655013463,0.45754889641654295,1.2752484902537673
63.448525758709515,10.421519382660742,1.0,15.848200480143229,26.03928078848428,29.150079014133258,0.2821217731395491,1.4123599239470208
63.44884991045142,10.421938087634127,1.0,16.67391798231337,26.063032968885828,30.240333261726583,0.14587098376534574,1.4577148584710482
63.44917406219332,10.422356802088766,1.0,17.321690877278645,26.08166648291455,31.254294876655983,0.04542088653142647,1.3872667884612973
63.44949821393523,10.422775526025026,1.0,18.33190239800347,26.110725726809605,32.642734303876395,0.0005652920898402285,1.194140839309221
63.44982236567713,10.423194259443266,1.0,18.730065239800346,26.122179081767808,35.240161299678405,3.665007874731416e-18,0.9170267636281645
63.45014651741903,10.42361300234385,1.0,19.061498006184895,26.131712912451377,39.5339826830905,2.4672245543463277e-147,0.6683270616968228
63.450470669160936,10.424031754727139,1.0,19.382186889648438,26.140937689924034,41.94871771494677,0.0,0.5884488690813666
63.450794820902836,10.424450516593497,1.0,19.95239935980903,26.157340139215552,40.42067642091304,3.1378457560595677e-85,0.7975120614119593
63.45111897264474,10.424869287943286,1.0,20.20086161295573,26.16448728123956,37.266441535388736,7.722755400671553e-13,1.1448104969922623
63.45144312438664,10.425288068776867,1.0,20.469070434570312,26.172202443264744,33.942061300334295,0.0020931854367964224,1.4404553337544295
63.45176727612855,10.425706859094603,1.0,20.69003465440538,26.178558590491875,31.34887274215886,0.10898976786564568,1.6487633931912977
63.45209142787045,10.426125658896858,1.0,21.137264675564236,26.191423387611515,29.685617246360955,0.2982383771616338,1.7842561811182056
63.45241557961236,10.426544468183993,1.0,21.376512315538193,26.198305466640203,28.737287723979225,0.4163998949214852,1.8687961339749388
63.45273973135426,10.426963286956369,1.0,21.570653279622395,26.203890029387313,28.22438059974272,0.4757447265676242,1.9204839607109143
63.453063883096156,10.42738211521435,1.0,21.7581787109375,26.209284292997772,27.92452869975584,0.5079022122992634,1.9518992680603207
63.45338803483806,10.4278009529583,1.0,22.088490804036457,26.21878588694907,27.709465250927437,0.5298068994649898,1.9710304851289258
63.45371218657996,10.428219800188579,1.0,22.289735582139755,26.22457479448926,27.51152673490216,0.5494442351651716,1.9827108702626026
63.45403633832187,10.42863865690555,1.0,22.446775648328995,26.22909213119654,27.31666800954736,0.5685110340204471,1.9898246890010398
63.45436049006377,10.429057523109575,1.0,22.611033121744793,26.233817080262803,27.129297849052335,0.5866601997833015,1.9941157841559056
63.45468464180568,10.42947639880102,1.0,22.930965847439236,26.24302010647586,26.961627719009886,0.6027460642794595,1.996663329141971
63.44709214909545,10.418700867283055,1.0,12.164993286132812,25.93333147591855,36.8075829300258,9.541356657126803e-232,0.5207224427452322
63.44741630083735,10.4191195193827,1.0,11.522986518012154,25.914863827436665,32.03076575882939,0.0,0.26788527011868424
63.447740452579254,10.419538180961723,1.0,13.258110894097221,25.964775555226836,30.169070199848605,1.7555959788787418e-35,0.4186404786046366
63.448064604321154,10.419956852020482,1.0,13.689963446723091,25.97719801170848,28.6790326511437,0.10043004626694185,0.7286051474301347
63.44838875606306,10.420375532559342,1.0,14.396796332465279,25.997530416158877,29.703391221043983,0.04445983786685245,1.000666121222418
63.44871290780496,10.420794222578666,1.0,15.82441880967882,26.038596696739056,31.00447300778054,0.020992782610137182,1.2154711041510244
63.44903705954687,10.421212922078814,1.0,16.868119981553818,26.068619287339992,31.48979190461798,0.023362796639918793,1.3246663199131983
63.44936121128877,10.42163163106015,1.0,17.408794826931423,26.084172071957294,31.328387394864688,0.02185394489921079,1.2846261314810379
63.449685363030675,10.422050349523033,1.0,17.89663357204861,26.098204999502656,31.16033859417044,0.0036543158884374885,1.0854290724120579
63.450009514772574,10.422469077467829,1.0,18.426683213975693,26.113452144783867,31.7778051435581,6.05251900108076e-11,0.7660268074858448
63.45033366651448,10.4228878148949,1.0,19.0946044921875,26.132665237218536,33.37546391760151,6.902060338260422e-185,0.4307251635396741
63.45065781825638,10.423306561804605,1.0,19.401058620876736,26.141480544790795,33.47432793787539,0.0,0.2513514723820336
63.45098196999828,10.42372531819731,1.0,19.696896023220486,26.149990456875166,31.888809943013364,3.082384623447337e-26,0.6076551250604939
63.45130612174019,10.424144084073374,1.0,20.026735093858505,26.159478444096806,29.789433057167514,0.04731791166987886,1.0346965607926017
63.45163027348209,10.424562859433163,1.0,20.52332051595052,26.173762974216743,27.979817159210825,0.5043338316297774,1.3630314965928678
63.451954425223995,10.424981644277036,1.0,20.747894287109375,26.18022295200818,27.0773438093495,0.6424919708312351,1.5896354465277516
63.452278576965895,10.425400438605358,1.0,21.025809393988716,26.188217320224386,26.946273980540486,0.6363524168566188,1.7382882988103396
63.4526027287078,10.425819242418491,1.0,21.240353054470486,26.1943887768235,27.194197289505027,0.5947111710559991,1.8335707233395195
63.4529268804497,10.426238055716796,1.0,21.630252414279514,26.205604428554622,27.508853181265597,0.5544284007307813,1.8943965597471493
63.45325103219161,10.426656878500635,1.0,21.819079928927952,26.211036147248873,27.70830929210111,0.5310969897452767,1.9334676081605473
63.45357518393351,10.427075710770374,1.0,22.065171983506943,26.21811510931566,27.753611235237184,0.5256037466875761,1.9586845075590849
63.45389933567541,10.427494552526372,1.0,22.374303181966145,26.227007424150038,27.670065292575288,0.5337086460421441,1.97487450399991
63.454223487417316,10.427913403768992,1.0,22.523106892903645,26.231287837944485,27.50113402618272,0.5503700498182506,1.9850953885956666
63.454547639159216,10.428332264498598,1.0,22.673416137695312,26.235611559179567,27.298584744797335,0.5701962405966815,1.9913878385740456
63.45487179090112,10.428751134715553,1.0,22.92595926920573,26.2428760897279,27.09906998338922,0.5895271056507856,1.9951508015358086
63.44727929819089,10.417975725086817,1.0,14.904698689778646,26.01214048362817,45.536542671531606,0.0,0.22253973387042725
63.4476034499328,10.418394371713374,1.0,15.819015502929688,26.03844126789525,42.96020968505698,0.0,0.2856860488935845
63.4479276016747,10.418813027819239,1.0,15.122438218858507,26.018403870999347,37.50651324336275,0.0,0.0377099558008078
63.4482517534166,10.419231693404772,1.0,15.068045722113716,26.01683924339756,34.75276924131464,0.0,0.3378854450136431
63.448575905158506,10.419650368470334,1.0,15.404610527886284,26.026520699782477,35.11502152634384,6.270775112814004e-54,0.6793370207609151
63.448900056900406,10.42006905301629,1.0,16.660646226671005,26.06265120014115,35.309492975373644,1.227997971789053e-12,1.021445340100048
63.44922420864231,10.420487747043001,1.0,16.954937405056423,26.07111663431352,34.548055676247266,5.259735232486644e-06,1.2190557228011263
63.44954836038421,10.42090645055083,1.0,17.66390143500434,26.09151034220184,33.45101209759849,0.00012702259033361006,1.2206973089576727
63.44987251212612,10.42132516354014,1.0,18.36217583550347,26.11159655750774,32.760112168760344,2.4415979182117077e-06,1.0206166343353942
63.45019666386802,10.421743886011289,1.0,18.641172620985245,26.11962204075449,32.90266969683135,3.4208882664171e-32,0.6458742137676678
63.45052081560993,10.422162617964643,1.0,18.912044949001736,26.127413819884673,33.069081565040555,0.0,0.24946712636079355
63.45084496735183,10.422581359400564,1.0,19.466859605577255,26.143373343302514,31.906552378226692,0.0,0.3042575428350916
63.45116911909373,10.423000110319414,1.0,19.860483805338543,26.15469614193349,28.12004207029192,0.382099863389563,0.6325975863726512
63.451493270835634,10.423418870721555,1.0,20.106367323133682,26.161769105334518,24.578884780502538,0.9997489585725915,0.991554347744067
63.451817422577534,10.42383764060735,1.0,20.352030436197918,26.1688357286823,23.382778529639186,0.9971322297736163,1.2928165488527017
63.45214157431944,10.424256419977159,1.0,20.90161641438802,26.18464484652929,23.940094534924594,0.9613665891254519,1.5158910943336092
63.45246572606134,10.424675208831347,1.0,21.100134955512154,26.190355332487794,25.221680298018672,0.8398925868854525,1.6718384487278921
63.45278987780325,10.425094007170275,1.0,21.302839491102432,26.19618623068833,26.52986626725553,0.6788724490712336,1.7789472660264185
63.45311402954515,10.425512814994308,1.0,21.501922607421875,26.20191295693707,27.494214340007478,0.5585591328527136,1.852920015172388
63.453438181287055,10.425931632303804,1.0,21.973583645290798,26.215480524574186,28.023007859787196,0.49746889230841185,1.9043044195295686
