lat,lon,depth
63.446905,10.419426,0.5
63.4472291517419,10.419844657572533,0.5
63.44755330348381,10.42026332462451,0.5
63.44787745522571,10.420682001156298,0.5
63.448201606967615,10.421100687168254,0.5
63.448525758709515,10.421519382660742,0.5
63.44884991045142,10.421938087634127,0.5
63.44917406219332,10.422356802088766,0.5
63.44949821393523,10.422775526025026,0.5
63.44982236567713,10.423194259443266,0.5
63.45014651741903,10.42361300234385,0.5
63.450470669160936,10.424031754727139,0.5
63.450794820902836,10.424450516593497,0.5
63.45111897264474,10.424869287943286,0.5
63.45144312438664,10.425288068776867,0.5
63.45176727612855,10.425706859094603,0.5
63.45209142787045,10.426125658896858,0.5
63.45241557961236,10.426544468183993,0.5
63.45273973135426,10.426963286956369,0.5
63.453063883096156,10.42738211521435,0.5
63.45338803483806,10.4278009529583,0.5
63.45371218657996,10.428219800188579,0.5
63.45403633832187,10.42863865690555,0.5
63.45436049006377,10.429057523109575,0.5
63.45468464180568,10.42947639880102,0.5
63.44709214909545,10.418700867283055,0.5
63.44741630083735,10.4191195193827,0.5
63.447740452579254,10.419538180961723,0.5
63.448064604321154,10.419956852020482,0.5
63.44838875606306,10.420375532559342,0.5
63.44871290780496,10.420794222578666,0.5
63.44903705954687,10.421212922078814,0.5
63.44936121128877,10.42163163106015,0.5
63.449685363030675,10.422050349523033,0.5
63.450009514772574,10.422469077467829,0.5
63.45033366651448,10.4228878148949,0.5
63.45065781825638,10.423306561804605,0.5
63.45098196999828,10.42372531819731,0.5
63.45130612174019,10.424144084073374,0.5
63.45163027348209,10.424562859433163,0.5
63.451954425223995,10.424981644277036,0.5
63.452278576965895,10.425400438605358,0.5
63.4526027287078,10.425819242418491,0.5
63.4529268804497,10.426238055716796,0.5
63.45325103219161,10.426656878500635,0.5
63.45357518393351,10.427075710770374,0.5
63.45389933567541,10.427494552526372,0.5
63.454223487417316,10.427913403768992,0.5
63.454547639159216,10.428332264498598,0.5
63.45487179090112,10.428751134715553,0.5
63.44727929819089,10.417975725086817,0.5
63.4476034499328,10.418394371713374,0.5
63.4479276016747,10.418813027819239,0.5
63.4482517534166,10.419231693404772,0.5
63.448575905158506,10.419650368470334,0.5
63.448900056900406,10.42006905301629,0.5
63.44922420864231,10.420487747043001,0.5
63.44954836038421,10.42090645055083,0.5
63.44987251212612,10.42132516354014,0.5
63.45019666386802,10.421743886011289,0.5
63.45052081560993,10.422162617964643,0.5
63.45084496735183,10.422581359400564,0.5
63.45116911909373,10.423000110319414,0.5
63.451493270835634,10.423418870721555,0.5
63.451817422577534,10.42383764060735,0.5
63.45214157431944,10.424256419977159,0.5
63.45246572606134,10.424675208831347,0.5
63.45278987780325,10.425094007170275,0.5
63.45311402954515,10.425512814994308,0.5
